word,meaning,phonetic,example,hit
"shear","vt.剪；剥夺 vi.剪","∫iə","",1
"shed","vt.流出；散发；脱落","∫ed","",1
"shell","n.壳；贝壳；炮弹","∫el","",1
"shepherd","n.牧羊人，羊倌","ˈ∫epəd","",1
"shield","n.盾；防护物 vt.保护","∫iːld","",1
"shilling","n.先令","ˈ∫iliŋ","",1
"shiver","vi.颤抖，哆嗦 n.冷颤","ˈ∫ivə","",1
"shortage","n.不足，缺少，不足额","ˈ∫ɔːtidʒ","",1
"shriek","vi.尖声喊叫 n.尖叫声","∫riːk","",1
"similarly","ad.类似地，相似地","ˈsimiləli","",1
"simplicity","n.简单，简易；朴素","simˈplisiti","",1
"sin","n.罪，罪孽 vi.犯罪","sin","",1
"sincere","a.真诚的；真挚的","sinˈsiə","",1
"singular","a.单一的；非凡的","ˈsiŋgjulə","",1
"site","n.地点，地基；场所","sait","",1
"sketch","n.略图；速写；概略","sket∫","",1
"skim","vt.掠过，擦过；略读","skim","",1
"slam","vt.使劲关，砰地放下","slæm","",1
"slender","a.细长的；微薄的","ˈslendə","",1
"slightly","ad.稍微，有点","ˈslaitli","",1
"slipper","n.拖鞋，便鞋","ˈslipə","",1
"slippery","a.滑的，使人滑跤的","ˈslipəri","",1
"slit","n.裂缝 vt.切开，撕开","slit","",1
"slogan","n.标语，口号","ˈsləugən","",1
"slope","n.倾斜；斜面 vi.倾斜","sləup","",1
"slowly","ad.慢慢地","ˈsləuli","",1
"slum","n.贫民窟，贫民区","slʌm","",1
"sly","a.狡猾的；躲躲闪闪的","slai","",1
"smoothly","ad.光滑地；平稳地","ˈsmuːðli","",1
"snowstorm","n.雪暴，暴风雪","ˈsnəustɔːm","",1
"soak","vt.浸，泡 vi.浸泡","səuk","",1
"sober","a.清醒的；适度的","ˈsəubə","",1
"so-called","a.所谓的，号称的","","",1
"soda","n.碳酸钠，纯碱；汽水","ˈsəudə","",1
"softly","ad.柔软地；温柔地","ˈsɔftli","",1
"sole","n.脚底，鞋底，袜底","səul","",1
"solely","ad.单独地，唯一地","ˈsəu(l)li","",1
"solemn","a.庄严的；隆重的","ˈsɔləm","",1
"soluble","[ˈsɔljubl]a.可溶的；可以解决的","'sɒljubl","",1
"somehow","ad.由于某种原因","ˈsʌmhau","",1
"sometime","ad.在某一时候；从前","ˈsʌmtaim","",1
"somewhat","pron.一点儿 ad.有点","ˈsʌm(h)wɔt","",1
"sore","a.痛的；恼火的 n.疮","sɔ","",1
"Soviet","n.苏维埃 a.苏维埃的","ˈsəuviet","",1
"spacecraft","n.航天器，宇宙飞船","ˈspeiskrɑːft","",1
"span","n.跨距；一段时间","spæn","",1
"spark","n.火花，火星","spɑːk","",1
"sparkle","vi.发火花 vt.使闪耀","ˈspɑːkl","",1
"speciality","n.专业，特长；特产","ˌspe∫iˈæliti","",1
"specialize","vi.成为…专家；专攻","ˈspe∫əlaiz","",1
"specially","ad.专门地，特别地","ˈspe∫əli","",1
"specimen","n.样本，标本，样品","ˈspesimin","",1
"spectacle","n.光景，景象；眼镜","ˈspektəkl","",1
"sphere","n.球，圆体；范围","sfiə","",1
"spider","n.蜘蛛","ˈspaidə","",1
"spill","vt.使溢出 vi.溢出","spil","",1
"splash","vt.&n.溅，泼，飞溅","splæ∫","",1
"spoil","vt.损坏，糟蹋；宠坏","spɔil","",1
"sponge","n.海绵","spʌndʒ","",1
"spontaneous","a.自发/本能的","spɔnˈteiniəs","",1
"sportsman","n.运动员","ˈspɔːtsmən","",1
"springtime","n.春季，春天","ˈspriŋtaim","",1
"sprinkle","n.洒，撒；小雨","ˈspriŋkl","",1
"spur","n.刺激物 vt.刺激","spəː","",1
"squeeze","vt.&vi.榨，挤；压榨","skwiːz","",1
"stab","vt.&vi.&n.刺，戳","stæb","",1
"stability","n.稳定，稳定性，巩固","stəˈbiliti","",1
"stack","n.堆，垛 vt.堆积","stæk","",1
"staircase","n.楼梯，楼梯间","ˈsteəkeis","",1
"stake","n.桩；赌金；奖品","steik","",1
"standpoint","n.立场，观点","ˈstændpɔint","",1
"stare","vi.盯，凝视","steə(r)","",1
"startle","vt.使大吃一惊 n.吃惊","ˈstɑːtl","",1
"statistical","a.统计的，统计学的","stəˈtistikəl","",1
"steadily","ad.稳定地，不变地","ˈstedili","",1
"steamer","n.轮船，汽船","ˈstiːmə","",1
"steer","vt.&vi.驾驶","stiə","",1
"stem","n.茎，(树)干 vi.起源","stem","",1
"stern","a.严厉的；坚定的","stəːn","",1
"sticky","a.粘性的；胶粘的","ˈstiki","",1
"stiff","a.硬的；僵直的","stif","",1
"stiffen","vt.使硬；使僵硬","ˈstifn","",1
"stimulate","vt.刺激，激励，激发","ˈstimjuleit","",1
"sting","vt.刺；刺痛 vi.&n.刺","stiŋ","",1
"stir","vt.动；拨动；激动","stəː","",1
"stitch","n.一针；针脚 vt.缝","stit∫","",1
"stock","n.原料；库存品；股本","stɔk","",1
"stony","a.多石的；冷酷的","ˈstəuni","",1
"stool","n.凳子","stuːl","",1
"stoop","vi.俯身；弯身 n.弯腰","stuːp","",1
"storey","n.(层)楼","ˈstɔːri","",1
"stormy","a.有暴风雨的；激烈的","ˈstɔːmi","",1
"strain","vt.拉紧 vi.尽力","strein","",1
"strap","n.带子 vt.捆扎","stræp","",1
"stretch","vt.伸展 vi.伸 n.伸展","stret∫","",1
"strictly","ad.严格地，严谨地","ˈstriktli","",1
"strip","vt.剥；夺去 n.条带","strip","",1
"stripe","n.条纹，条子","straip","",1
"stroke","n.打，击；鸣声；中风","strəuk","",1
"strongly","ad.强壮地，强烈地","ˈstrɔŋli","",1
"stuff","n.材料 vt.装，填，塞","stʌf","",1
"stumble","vi.绊倒；犯错误","ˈstʌmbl","",1
"submarine","a.水下的 n.潜水艇","sʌbməˈriːn","",1
"submerge","vt.浸没 vi.潜入水中","səbˈməːdʒ","",1
"substance","n.物质；实质；本旨","ˈsʌbstəns","",1
"subtract","vt.减，减去，去掉","səbˈtrækt","",1
"suburb","n.郊区，郊外，近郊","ˈsʌbəːb","",1
"successfully","ad.成功地","səkˈsesfuli","",1
"succession","n.连续；继任，继承","səkˈse∫ən","",1
"successive","a.连续的；接连的","səkˈsesiv","",1
"suddenly","ad.突然地","ˈsʌdənli","",1
"sufficient","a.足够的，充分的","səˈfi∫ənt","",1
"sufficiently","ad.足够地，充分地","səˈfi∫əntli","",1
"sulphur","n.硫(磺)，硫黄","ˈsʌlfə","",1
"sum","n.总数；金额 vi.共计","sʌm","",1
"superficial","a.表面的；肤浅的","sjuːpəˈfi∫əl","",1
"supplement","n.&vt.增补，补充","ˈsʌplimənt","",1
"surely","a.确实；稳当地","ˈ∫uəli","",1
"surgery","n.外科，外科手术","ˈsəːdʒəri","",1
"surname","n.姓","ˈsəːneim","",1
"surprising","a.惊人/出人意外的","səˈpraiziŋ","",1
"surprisingly","ad.惊人地","","",1
"surrender","vt.交出 vi.投降","səˈrendə","",1
"surroundings","n.周围的事物,环境","səˈraundiŋz","",1
"suspend","vt.吊，悬；推迟","səsˈpend","",1
"suspicion","n.怀疑，疑心，猜疑","səsˈpi∫ən","",1
"sustain","vt.支撑；供养；忍受","səsˈtein","",1
"swamp","n.沼泽，沼泽地","swɔmp","",1
"swan","n.天鹅","swɔn","",1
"swarm","n.一大群 vi.密集","swɔːm","",1
"sway","vi.摇动 vt.摇；摇动","swei","",1
"sympathetic","a.同情的；和谐的","ˌsimpəˈθetik","",1
"sympathize","vi.同情/感，共鸣","ˈsimpəθaiz","",1
"synthetic","a.综合的；合成的","sinˈθeti","",1
"tablet","n.碑，匾；药片","ˈtæblit","",1
"tame","a.驯服的；顺从的","teim","",1
"tan","n.棕褐色 a.棕黄色的","tæn","",1
"teaching","n.教学，讲授；教导","ˈtiːt∫iŋ","",1
"technician","n.技术员，技师","tekˈni∫(ə)n","",1
"tedious","a.冗长乏味的，沉闷的","ˈtiːdiəs","",1
"temper","n.韧度；心情，情绪","ˈtempə","",1
"tempt","vt.引诱，诱惑；吸引","tempt","",1
"tenant","n.承担人，房客，佃户","ˈtenənt","",1
"tender","a.嫩的；脆弱的","ˈtendə","",1
"tenth","num.第十；十分之一","tenθ","",1
"terrific","a.可怕的；极大的","təˈrifik","",1
"territory","n.领土，版图；领域","ˈteritəri","",1
"textile","n.纺织品 a.纺织的","ˈtekstail","",1
"thermometer","n.温度计，寒暑表","θəˈmɔmitə(r)","",1
"thickness","n.厚(度)；密(度)","ˈθiknis","",1
"thirdly","ad.第三","ˈθəːdli","",1
"thorn","n.刺，棘；荆棘；蒺藜","θɔːn","",1
"thoughtful","a.沉思的；体贴的","ˈθɔːtful","",1
"threat","n.威胁，恐吓，凶兆","θret","",1
"threaten","vt.&vi.威胁，恐吓","ˈθretn","",1
"thrive","vi.兴旺，繁荣，旺盛","θraiv","",1
"throne","n.宝座，御座；王位","θrəun","",1
"throng","n.群，人群 vt.挤满","θrɔŋ","",1
"thrust","vt.插，刺 n.插；讽刺","θrʌst","",1
"thumb","n.(大)拇指","θʌm","",1
"tide","n.潮，潮汐；潮流","taid","",1
"timber","n.木材，木料","ˈtimbə","",1
"timid","a.胆怯的；羞怯的","ˈtimid","",1
"toe","n.脚趾，足尖","təu","",1
"torch","n.火炬，火把；手电筒","tɔːt∫","",1
"torrent","n.奔流，激流，洪流","ˈtɔrənt","",1
"torture","n.拷问；折磨 vt.拷打","ˈtɔːt∫ə","",1
"toss","vt.&vi.扔，抛，掷","tɔːs","",1
"trace","n.痕迹；丝毫 vt.跟踪","treis","",1
"tragedy","n.悲剧；惨事，惨案","ˈtrædʒidi","",1
"trail","n.痕迹；小径 vt.跟踪","treil","",1
"traitor","n.叛徒，卖国贼","ˈtreitə","",1
"tramp","n.流浪者，游民","træmp","",1
"transistor","n.晶体管","trænˈsistə","",1
"transmission","n.传送;传动;发射","trænzˈmi∫ən","",1
"transmit","vt.传送，传达；发射","trænzˈmit","",1
"transportation","n.运输，运送，客运","ˌtrænspɔːˈtei∫ən","",1
"tray","n.(浅)盘，托盘，碟","trei","",1
"treason","n.谋反，通敌，叛国罪","ˈtriːzn","",1
"treaty","n.条约；协议，协定","ˈtriːti","",1
"tremendous","a.极大的，非常的","triˈmendəs","",1
"tribe","n.部落，宗族","traib","",1
"trifle","n.小事，琐事；少许","ˈtraifl","",1
"trim","a.整齐的 vt.使整齐","trim","",1
"triumph","n.凯旋；胜利 vi.成功","ˈtraiəmf","",1
"tropical","a.热带的","ˈtrɔpikl","",1
"trumpet","n.喇叭，小号","ˈtrʌmpit","",1
"tub","n.桶，盆，浴缸，浴盆","tʌb","",1
"tuck","vt.折短，卷起；塞","tʌk","",1
"tuition","n.教，教诲；学费","tjuːˈi∫ən","",1
"tumble","vi.摔倒，跌倒；打滚","ˈtʌmbl","",1
"tunnel","n.隧道，坑道，地道","ˈtʌnl","",1
"turbine","n.叶轮机，汽轮机","ˈtəːbain","",1
"turbulent","a.骚动的，骚乱的","ˈtəːbjulənt","",1
"turnip","n.萝卜，芜菁","ˈtəːnip","",1
"twinkle","vi.闪烁，闪耀","ˈtwiŋkl","",1
"ultimately","ad.最终，最后","ˈʌltimətli","",1
"undergo","vt.经历，经受，忍受","ˌʌndəˈgəu","",1
"undergraduate","n.大学肆业生","ˌʌndəˈgrædjuit","",1
"underneath","ad.在下面，在底下","ˌʌndəˈniːθ","",1
"undertaking","n.任务，事业；许诺","ˌʌndəˈteikiŋ","",1
"undoubtedly","ad.无容置疑，肯定地","ʌnˈdautidli","",1
"uneasy","a.心神不安的，忧虑的","ʌnˈiːzi","",1
"unfortunately","ad.不幸地","ʌnˈfɔːtjunətli","",1
"unity","n.单一；统一；团结","ˈjuːniti","",1
"unjust","a.非正义的；不公平的","ˈʌnˈdʒʌst","",1
"unkind","a.不仁慈的，不和善的","ʌnˈkaind","",1
"unlikely","a.未必的，未必可能的","ʌnˈlaikli","",1
"unload","vt.卸(货) vi.卸货","ˈʌnˈləud","",1
"unlucky","a.不幸的；不吉的","ʌnˈlʌki","",1
"unnecessary","a.不必要的，多余的","ʌnˈnesisəri","",1
"unsatisfactory","a.不能令人满意的","ˈʌnsætisˈfæktəri","",1
"unstable","a.不稳固的；不稳定的","ˈʌnˈsteibl","",1
"unsuitable","a.不合适的,不适宜的","ʌnˈsuːtəb(ə)l","",1
"unusually","a.不平常地，非常","ʌnˈjuːʒəli","",1
"upright","a.垂直的；正直的","ˈʌpˈrait","",1
"upside-down","a.颠倒的，乱七八糟的","ˈʌpsaidˈdaun","",1
"up-to-date","a.直到最近/现代的","ˈʌptəˈdeit","",1
"upwards","ad.趋向上升；以上","ˈʌpwədz","",1
"us","pron.(宾格)我们","ʌs","",1
"utmost","a.最远的 n.极限","ˈʌtməust","",1
"utter","a.完全的，彻底的","ˈʌtə","",1
"vacuum","n.真空；真空吸尘器","ˈvækjuəm","",1
"van","n.大篷车，运货车","væn","",1
"vanish","vi.突然不见，消失","ˈvæni∫","",1
"vanity","n.虚荣心，虚夸","ˈvæniti","",1
"vapour","n.汽，蒸气","ˈveipə","",1
"veil","n.面纱，面罩；遮蔽物","veil","",1
"velocity","n.速度，速率","viˈlɔsiti","",1
"velvet","n.丝绒，天鹅绒","ˈvelvit","",1
"venture","n.&vi.冒险 vt.敢于","ˈvent∫ə","",1
"verb","n.动词","vəːb","",1
"vessel","n.容器；船，飞船；管","ˈvesl","",1
"veteran","n.老兵，老手","ˈvetərən","",1
"vex","vt.使烦恼，使恼火","veks","",1
"vibrate","vt.使颤动 vi.颤动","vaiˈbreit","",1
"vibration","n.颤动，振动；摆动","vaiˈbrei∫ən","",1
"victorious","a.胜利的，得胜的","vikˈtɔːriəs","",1
"viewpoint","n.观点，看法，见解","ˈvjuːˌpɔint","",1
"vigorous","a.朝气蓬勃的","ˈvigərəs","",1
"vine","n.葡萄树","vain","",1
"violet","n.紫罗兰","ˈvaiəlit","",1
"virtually","ad.实际上，事实上","ˈvəːtjuəli","",1
"visible","a.可见的，看得见的","ˈvizəbl","",1
"vitamin","n.维生素，维他命","ˈvaitəmin","",1
"volt","n.伏特，伏","vəult","",1
"voltage","n.电压","ˈvəultidʒ","",1
"waggon","n.四轮运货马车","ˈwægən","",1
"waken","vi.醒来 vt.弄醒","ˈweikən","",1
"warn","vt.警告 vi.发生警告","wɔːn","",1
"waterfall","n.瀑布","ˈwɔːtəfɔːl","",1
"waterproof","a.不透水/防水的","ˈwɔːtəpruːf","",1
"wavelength","n.波长","ˈweivleŋθ","",1
"weaken","vt.削弱 vi.变弱","ˈwiːkən","",1
"weapon","n.武器，兵器","ˈwepən","",1
"weary","a.疲倦的 vt.使疲乏","ˈwiəri","",1
"weave","vt.织，编 vi.纺织","wiːv","",1
"weld","vt.&n.焊接，熔接","weld","",1
"westward","a.向西的 ad.向西","ˈwestwəd","",1
"whilst","conj.&n.当…的时候","wailst","",1
"whip","vt.鞭笞；搅打 n.鞭子","(h)wip","",1
"whirl","vt.使回旋 vi.&n.回旋","(h)wəːl","",1
"whisky","n.威士忌酒","ˈ(h)wiski","",1
"whitewash","vt.粉刷，涂白","ˈ(h)waitwɔ∫","",1
"whoever","pron.谁；无论谁","huːˈevə(r)","",1
"wholly","ad.完全地，全部","ˈhəuli","",1
"wicked","a.坏的；令人厌恶的","ˈwikid","",1
"widely","ad.广，广泛","ˈwaidli","",1
"widen","vt.加宽 vi.变宽","ˈwaidn","",1
"widow","n.寡妇","ˈwidəu","",1
"width","n.宽阔，广阔；宽度","widθ","",1
"wireless","a.不用电线的，无线的","ˈwaiəlis","",1
"wit","n.智力，才智，智能","wit","",1
"withstand","vt.抵挡，反抗","wiðˈstænd","",1
"wolf","n.狼","wulf","",1
"workman","n.工人/匠，劳动者","ˈwəːkmən","",1
"workshop","n.车间，工场；创作室","ˈwəːk∫ɔp","",1
"world-wide","a.遍及全球的","ˈwəːldwaid","",1
"worship","n.礼拜；崇拜 vt.崇拜","ˈwəː∫ip","",1
"wreath","n.花环，花圈，花冠","riːθ","",1
"wreck","n.失事；残骸 vt.破坏","rek","",1
"yearly","a.每年的 ad.一年一度","ˈjəːli","",1
"youthful","a.年轻的，青年的","ˈjuːθful","",1
"zeal","n.热心，热情，热忱","ziːl","",1
"zealous","a.热心的，热情的","ˈzeləs","",1
