word,meaning,phonetic,example,hit
"preside","v. 主持(会议等)，负责指挥","prɪˈzaɪd","",1
"prestige","n. 威望，威信","preˈstiːʒ","",1
"presumably","adv. 假定，可能，大概","prɪˈzjuːməblɪ","",1
"presume","v. 1. (没有根据地)相信，假设 2. 擅自，敢于","prɪˈzjuːm","",1
"pretext","n. 借口，托词","ˈpriːtekst","",1
"prevalent","adj. 普遍的，流行的，盛行的","ˈprevələnt","",1
"prey","n. 1. 猎物，牺牲品 2. 捕食 v. 1. 捕食 2. (疾病等)折磨，困扰","preɪ","",1
"probe","n. 1. 探针 2 探测飞船 3. 探查，彻底调查 v. 探查，查究","prəʊb","",1
"proceedings","n. 1. 事项，行径，事件 2. 诉讼 3. 会议录，记录汇编","prəˈsiːdɪŋz","",1
"productivity","n. 生产能力，生产率","ˌprɒdʌkˈtɪvətɪ","",1
"profess","v. 1. 公开表示，声称 2. 自称 3. 表明信仰","prəˈfes","",1
"proficiency","n. 精通，熟练","prəˈfɪʃənsɪ","",1
"profitable","a. 有利润的，赚钱的","ˈprɒfitәbl","",1
"profound","adj. 1. 深厚的，深刻的，深奥的 2. 知识渊博的","prəˈfaʊnd","",1
"prolong","v. 延长，拖延","prəˈlɒŋ","",1
"prone","adj. 1. 易于…的，有…倾向的 2. 俯卧的","prəʊn","",1
"propaganda","n. 宣传","ˌprɒpəˈɡændə","",1
"propagate","v. 1. 传播，宣传 2. (使)繁殖","ˈprɒpəɡeɪt","",1
"propel","v. 推进","prəˈpel","",1
"prophet","n. 预言家，先知","ˈprɒfɪt","",1
"proposition","n. 1. 提议，建议 2. 主张 3. 命题","ˌprɒpəˈzɪʃən","",1
"prose","n. 散文","prəʊz","",1
"prosecute","v. 1. 对…起诉，告发 2. 彻底进行，执行","ˈprɒsɪkjuːt","",1
"prospective","adj. 预期的，可能的，未来的","prəˈspektɪv","",1
"prototype","n. 原型，典型","ˈprəʊtətaɪp","",1
"provocative","adj. 1. 刺激的，挑衅的 2. 挑逗的","prəˈvɒkətɪv","",1
"provoke","v. 激怒，煽动，挑起","prəˈvəʊk","",1
"proximity","n. 接近，邻近","prɒkˈsɪmətɪ","",1
"prune","n. 梅干，李脯 v. 修剪，删除","pruːn","",1
"psychiatrist","n. 精神病医生，精神病学者","saɪˈkaɪətrɪst","",1
"pumpkin","n. 南瓜","ˈpʌmpkɪn","",1
"qualitative","adj. 质量上的，性质上的，(化学)定性的","ˈkwɒlɪtətɪv","",1
"quantify","v. 量度，确定数量，量化","ˈkwɒntɪfaɪ","",1
"quantitative","adj. 量的，数量的，定量的","ˈkwɒntɪtətɪv","",1
"quartz","n. 石英","kwɔːts","",1
"quench","v. 扑灭，解(渴)，终止","kwentʃ","",1
"quest","n. (长时间的)搜寻，探求","kwest","",1
"quiver","v. &n. 颤抖，抖动","ˈkwɪvə","",1
"quota","n. 定量，限额，配额","ˈkwəʊtə","",1
"radiant","adj. 1. 光芒四射的，光辉灿烂的 2. 容光焕发的，喜形于色的 3. 发出辐射热或能的","ˈreɪdɪənt","",1
"radical","adj. 1. 根本的，基本的 2. 彻底的，完全的 3. (对政治)激进的","ˈrædɪkəl","",1
"rap","n. 1. (轻快的)敲击声 2. 唠叨 || beat the rap 责备某人 /take the rap受罚，背黑锅 v. 1. (轻而快地)敲击(某物) 2. 责备或训斥(某人) 3. 唠叨","ræp","",1
"rape","v. 强奸 n. 1. 强奸 2. 蹂躏","reɪp","",1
"rash","adj. 鲁莽的，轻率的，匆忙的","ræʃ","",1
"rating","n. 1. 等级，级别，评定结果 2. (pl) (电视节目、广播节目的)收视率，收听率","ˈreɪtɪŋ","",1
"reassure","v. 使放心，使消除疑虑","ˌriːəˈʃɔː","",1
"recede","v. 后退，退去","rɪˈsiːd","",1
"recession","n. 1. (经济)衰退，不景气 2. 后退，撤退","rɪˈseʃən","",1
"reciprocal","adj. 互惠的，相互的","rɪˈsɪprəkəl","",1
"reckless","adj. 轻率的，鲁莽的，不计后果的","ˈreklɪs","",1
"reckon","v. 1. 计算，算出 2. 考虑，认为 3. 料想，估计 || reckon on期待，指望","ˈrekən","",1
"reclaim","v. 1. 要回，回收 2. 开垦(荒地) 3. 改造，感化(罪犯等)","rɪˈkleɪm","",1
"reconcile","v. 1. 使和解，使和好 2. 调和，使一致","ˈrekənsaɪl","",1
"reconciliation","n. 1. 和解，调和 2. (争吵等的)止息，复交","ˌrekənˌsɪlɪˈeɪʃən","",1
"recruit","n. 新兵，新成员，新手 v. 征募(新兵)，吸收(新成员)","rɪˈkruːt","",1
"rectangular","adj. 长方形的，矩形的","rekˈtæŋɡjʊlə","",1
"rectify","v. 改正，纠正，核正","ˈrektɪfaɪ","",1
"recur","v. 1. 再发生，复发 2. 重现，回想","rɪˈkɜː","",1
"redundant","adj. 1. (通常指语言或艺术)冗赘的，多余的 2. (因人员过剩)被解雇的，失业的","rɪˈdʌndənt","",1
"refrain","v. 抑制，克制，避免","rɪˈfreɪn","",1
"refund","n. 退款，偿还 v. 付还，偿还借款","ˈriːfʌnd","",1
"regime","n. 政权，政府，政治制度","reɪˈʒiːm","",1
"regiment","n. 1. (军队的)团 2. 一大群","ˈredʒɪmənt","",1
"relish","n. 1. 风味，美味，开胃小菜，佐餐品 2. 喜好，兴趣","ˈrelɪʃ","",1
"remainder","n. 剩余物，剩下的人或物","rɪˈmeɪndə","",1
"remnant","n. 1. 剩余，残余 2. 零头布","ˈremnənt","",1
"renaissance","n. 1. (cap)(欧洲 14至 16世纪的)文艺复兴，文艺复兴时期 2. 任何类似的复兴，再生","rɪˈneɪsəns","",1
"repay","v. 1. 付还，偿还 2. 报答，回报","rɪˈpeɪ","",1
"repel","v. 1. 逐退，驱逐 2. 使厌恶，使反感","rɪˈpel","",1
"repertoire","n. (某一艺术团体、演员、音乐家等可随时演出的)全部节目，剧目","ˈrepətwɑː","",1
"repression","n. 1. 约束，抑制 2. 压抑，被压抑的欲望或冲动","rɪˈpreʃən","",1
"resemblance","n. 1. 相似，类似 2. 相似程度，相似点","rɪˈzembləns","",1
"resent","v. 怨恨，憎恶","rɪˈzent","",1
"reside","v. 居住，定居 || reside in(指权利等)归属于某人","rɪˈzaɪd","",1
"residential","adj. 1. 住宅的，适于作住宅的  2. 与居住有关的","ˌrezɪˈdenʃəl","",1
"resultant","adj. 因而发生的，必然发生的","rɪˈzʌltənt","",1
"retention","n. 1. 具有，享用 2. 记忆力，记性 3. 挡住，保留，容纳","rɪˈtenʃən","",1
"retort","n. & v. 反 驳，反唇相讥","rɪˈtɔːt","",1
"retrospect","n. 回顾，追溯","ˈretrəspekt","",1
"reunion","n. 1. 聚会，联欢会 2. 重聚，团圆","ˌriːˈjuːnɪən","",1
"revelation","n. 1. 揭露，透露 2. 揭露出来(而始料未及)的事物","ˌrevəˈleɪʃən","",1
"revenue","n. 1. 国家的税收，岁入 2. (pl)收入总额 3. (个人或国家的)税务所，税务局","ˈrevənjuː","",1
"revive","v. 1. (使)苏 醒，(使)恢复知觉 2. (使)复用，(使)复兴","rɪˈvaɪv","",1
"revolve","v. 1. (使)旋转，(使)绕转 2. 考虑，深思","rɪˈvɒlv","",1
"rim","n. (圆形物的)外 缘，边缘","rɪm","",1
"rip","v. 撕，扯，撕开 n. 长裂痕，裂口","rɪp","",1
"ritual","adj. 仪式的，祭典的 n. 1. 仪式，祭典 2. 惯例","ˈrɪtʃʊəl","",1
"rivalry","n. 竞赛，较量","ˈraɪvəlrɪ","",1
"romance","n. 1. 恋情，浪漫史 2. 冒险故事，爱情故事 3. 传奇性，浪漫情调","rəʊˈmæns","",1
"royalty","n. 1. 皇室，王族 2. 版税","ˈrɔɪəltɪ","",1
"rupture","n. 1. 破裂，断裂 2. (友好关系的)决裂，绝交 3. 疝 v. 1. (使身体组织、器官等)破裂，裂开 2. 发生疝 3. (使关系等)破裂，断绝","ˈrʌptʃə","",1
"safeguard","n. 安全措施，保护性措施 v. 保护或保卫某人(某事物)","ˈseɪfɡɑːd","",1
"salvation","n. 1. (对人的灵魂的)拯救，超度 2. 拯救，解困","sælˈveɪʃən","",1
"sanction","n. 1. 批准，认可 2. 制裁 3. 约束力 v. 1. 同意，认可 2. 承认，接纳","ˈsæŋkʃən","",1
"saturate","v. 1. 浸透，浸湿 2. 使饱和","ˈsætʃəreɪt","",1
"scandal","n. 1. 丑事，丑闻 2. 流言蜚语，诽谤","ˈskændl","",1
"scramble","v. 1. 爬行，攀爬 2. 杂乱蔓延 3. 争夺，抢夺 n. 1. 攀缘，爬行 2. 争夺，抢夺","ˈskræmbl","",1
"scrap","n. 1. 小片，碎屑 2. 废料，废物 3. (从刊物等剪下以供收集的)图片，文章，残篇","skræp","",1
"scrutiny","n. 细察，详审","ˈskruːtɪnɪ","",1
"seam","n. 缝，接缝","siːm","",1
"seemingly","adv. 看上去，表面上","ˈsiːmɪŋlɪ","",1
"segment","n. 部分，片，片段 v. 分割","ˈseɡmənt","",1
"segregate","v. 1. 将…隔离、分开 2. 歧视，不公平对待","ˈseɡrɪɡeɪt","",1
"senator","n. 参议员","ˈsenətə","",1
"sensation","n. 1. 感觉，知觉 2. 轰动，激动","senˈseɪʃən","",1
"sentiment","n. 1. 柔情，伤感，多愁善感 2. 思想感情，情绪，情操","ˈsentɪmənt","",1
"sergeant","n. 1. 士官，中士 2. 警官，巡佐","ˈsɑːdʒənt","",1
"serial","adj. 1. 连续的 2. (指故事等)连续刊登或播出的 n. 连续剧，连载故事","ˈsɪərɪəl","",1
"setback","n. 挫折，挫败","ˈsetbæk","",1
"shaft","n. 1. 杆状物 2. 竖井，坑道 3. 车辕，车杠","ʃɑːft","",1
"shatter","v. 粉碎，损毁","ˈʃætə","",1
"sheer","adj. 1. 纯粹的，全然的，地道的 2. 陡峭的，峻峭的","ʃiːə","",1
"shipment","n. 1. 装船，装运 2. 装运的货物量","ˈʃɪpmənt","",1
"shove","v. & n. 推挤，推撞","ʃʌv","",1
"shrewd","adj. 1. 明智的，精明的 2. 狡狯的，明辨的","ʃruːd","",1
"shrub","n. 灌木","ʃrʌb","",1
"shrug","v. (表示冷淡·怀疑等)耸(肩)","ʃrʌɡ","",1
"shutter","n. 1. (照相机的)快门 2. 百叶窗，窗板","ˈʃʌtə","",1
"siege","n. 围困，围攻","siːdʒ","",1
"sieve","n. 漏勺，筛子 v. 筛，筛分","sɪv","",1
"signify","v. 1. 意味，表明，表示 2. (以动作)表示","ˈsɪɡnɪfaɪ","",1
"sip","v. 小口喝，抿 n. 小口喝，一小口的量","sɪp","",1
"situated","a. 位于……的，坐落在……的，处于某种境地的","ˈsitjueitid","",1
"skeleton","n. 1. 骨骼，骨架 2. 纲要，轮廓，基干","ˈskelɪtən","",1
"skeptical","adj. 怀疑的，多疑的","ˈskeptɪkəl","",1
"skull","n. 脑壳，头盖骨","skʌl","",1
"slack","adj. 1. 松弛的，没拉紧的 2. 萧条的，清淡的","slæk","",1
"slap","n. 掴，拍，掌声 v. 掴，拍打，掌击","slæp","",1
"slaughter","n. & v. 屠宰，屠杀","ˈslɔːtə","",1
"slick","adj. 1. 顺利而有效的，不费力的 2. (指人)圆滑的，油滑的 3. 光滑的 n. 海面浮油","slɪk","",1
"slot","n. 1. (可投入东西的)孔 2. 沟，槽，滑道 3. 在名单、系统、组织等中的位置、空位 v. 1. 在(某物)中开缺口、狭缝、沟槽等 2. 把…安插在空位中，安置","slɒt","",1
"slump","v. 1. 沉重地倒下或落下 2. 暴跌，剧降","slʌmp","",1
"smash","v. 1. (使)破碎，粉碎，打碎 2. 猛撞，猛冲，猛击 3. 痛击，打败，打破(记录等)","smæʃ","",1
"smuggle","v. 走私，偷运","ˈsmʌɡl","",1
"sneak","v. 潜行，溜走 n. 怯懦鬼祟的人","sniːk","",1
"soar","v. 1. 高飞，翱翔 2. 骤升，腾越","sɔː","",1
"sociology","n. 社会学","ˌsəʊsɪˈɒlədʒɪ","",1
"solicitor","n. (BrE)律师","səˈlɪsɪtə","",1
"solidarity","n. 团结，一致","ˌsɒlɪˈdærətɪ","",1
"solitary","adj. 1. 独居的，孤独的 2. 单个的，惟一的 3. 偏僻的，人迹罕至的","ˈsɒlɪtərɪ","",1
"solo","n. 1. 独奏(曲)，独唱(曲) 2. 单独表演 adj. 1. 独奏(曲)的，独唱(曲)的 2. 单独的，单独表演的","ˈsəʊləʊ","",1
"sovereign","adj. 1. 最高的，无上的 2. 独立的，有主权的  n. 君主，统治者","ˈsɒvrɪn","",1
"spacious","adj. 广大的，宽敞的","ˈspeɪʃəs","",1
"specialty","n. 1. 专业，专长 2. 特产，特制品 a. 专门的，独立的","ˈspeʃәlti","",1
"species","n. (sing &pl) 1. (生物)种 2. 种类","ˈspiːʃiːz","",1
"spectator","n. 观众，旁观者","spekˈteɪtə","",1
"spectrum","n. 1. 光谱 2. 波长，范围","ˈspektrəm","",1
"speculate","v. 1. 思索，推测 2. 投机，做投机生意","ˈspekjʊleɪt","",1
"spice","n. 1. 香料，调味品 2. 意味，风味 v. 1. 加香料于 2. 为…增添趣味","spaɪs","",1
"spine","n. 1. 脊柱，脊椎 2. (动植物体上的)刺，棘刺 3. 书脊","spaɪn","",1
"spiral","n. 1. 螺线，螺旋状的物体 2. 不断加强的上升或下降 adj. 螺旋形的，盘旋的 v. 1. 螺旋形移动，盘旋移动 2. 连续增长或减少","ˈspaɪərəl","",1
"spite","n. 怨恨，恶意 || in spite of不管，不顾 v. 刁难，使恼怒","spaɪt","",1
"spouse","n. 配偶","spaʊz","",1
"squad","n. 班，小组，小队","skwɒd","",1
"stabilize","v. 使稳定，使沉稳","ˈsteɪbɪlaɪz","",1
"stagger","v. 1. (使)摇晃，蹒跚而行 2. 使摇摆，使震惊 3. 间隔，错开","ˈstæɡə","",1
"stationary","adj. 不动的，静止的","ˈsteɪʃənərɪ","",1
"stereo","n. 立体声，立体声系统 adj. 立体声的","ˈsterɪəʊ","",1
"stereotype","n. 1. 模式化的形象、思想、人物等，老一套 2. 铅版 v. 使定型，使固定","ˈsterɪətaɪp","",1
"stimulus","(pl stimuli) n. 刺激(物)，激励","ˈstɪmjʊləs","",1
"strand","n. (绳索、缆线等的)一股，一缕","strænd","",1
"stray","v. 走失，迷路，离题 adj. 1. 流浪的，迷路的 2. 孤零的，离群的","streɪ","",1
"streak","n. 1. 条纹，纹理 2. (性格上不太好的)特质，性情，癖性 v. 在…上加条纹","striːk","",1
"streamline","v. 1. 把…设计或制成流线型 2. 使精简","ˈstriːmlaɪn","",1
"stride","v. 1. 大步行走 2. 跨过，跨越 n. 大步，阔步，跨幅","straɪd","",1
"strive","v. 1. 抗争，搏斗 2. 奋勉，努力","straɪv","",1
"stroll","n. & v. 漫步，闲逛，遨游","strəʊl","",1
"stump","n. 1. 树桩，残株 2. 残余部分","stʌmp","",1
"stun","v. 1. 将(人或动物)打昏(尤指击打头部) 2. 使目瞪口呆，使吃惊 3. 令人喜悦","stʌn","",1
"sturdy","adj. 1. 强健的，结实的 2. 坚定的，不屈不挠的","ˈstɜːdɪ","",1
"subordinate","adj. 下级的，次要的，附属的 n. 属下，部属，属僚 [səˈbɔːdɪneɪt] v. 使居次要地位，使隶属","səˈbɔːdɪnət","",1
"subsidiary","adj. 1. 附属的，次要的 2. (指业务机构)附属的，附设的","səbˈsɪdɪərɪ","",1
"subsidy","n. 补助金，津贴","ˈsʌbsɪdɪ","",1
"successor","n. 继承人，继任者，接班人","səkˈsesə","",1
"sue","v. 1. 控告(某人) 2. 请求(常于法庭上)","sjuː","",1
"suffice","v. 1. 足够 2. 足够…之需，使满足","səˈfaɪs","",1
"sulfur","n. 硫，硫磺 v. 用硫磺处理","ˈsʌlfә","",1
"summit","n. 1. 顶点，极点 2. (山的)尖峰，巅峰，高峰 3. 政府首脑会议，高峰会议","ˈsʌmɪt","",1
"summon","v. 1. 召唤，传唤，召集 2. 鼓起(勇气、力量等)","ˈsʌmən","",1
"superintendent","n. 1. 督导，总监，总管 2. 英国警察局长","ˌsjuːpərɪnˈtendənt","",1
"superiority","n. 优秀，优越，优胜","sjuːˌpɪərɪˈɒrətɪ","",1
"supersonic","adj. 超声(频)的，超音速的","ˌsjuːpəˈsɒnɪk","",1
"supervise","v. 监督，管理，指导","ˈsjuːpəvaɪz","",1
"supplementary","adj. 1. 补充的，附加的 2. (指角)补角的","ˌsʌplɪˈmentərɪ","",1
"suppress","v. 1. 镇压，平定，制止 2. 抑制，隐瞒，扣留","səˈpres","",1
"surge","v. 1. 在浪涛中或如同波浪般前进 2. 急剧上升 n. 1. 向前或向上的运动 2. 突然发生，激增","sɜːdʒ","",1
"surpass","v. 超越，凌驾，胜过","səˈpɑːs","",1
"susceptible","adj. 1. 易受影响的 2. 易受…之苦的，易得…病的","səˈseptəbl","",1
"suspicious","adj. 1. 怀疑的，疑心的，多疑的 2. 可疑的","səˈspɪʃəs","",1
"symmetry","n. 对称，匀称","ˈsɪmətrɪ","",1
"symposium","n. (专题)研讨会，讨论会","sɪmˈpəʊzɪəm","",1
"syndrome","n. 综合征","ˈsɪndrəʊm","",1
"tack","n. 1. 平头钉，大头钉 2. 思路，行动方针 v. 1. 以大头针钉住 2. 附加","tæk","",1
"tangle","v. 1. (使某物)乱作一团 2. (使)纠缠，(使)混乱  n. 1. 乱七八糟的一堆 2. 混乱","ˈtæŋɡl","",1
"tariff","n. 1. 关税 2. (酒店、餐馆等的)价目表","ˈtærɪf","",1
"telecommunication","n. 电讯，远距离通讯，无线电通讯","ˈtelikәmjuːniˈkeiʃәn","",1
"temperament","n. 气质，性情，禀性","ˈtemprəmənt","",1
"tempo","n. 1. (乐曲的)速度节拍 2. (运动或活动的)速度，进度","ˈtempəʊ","",1
"terminate","v. (使)终止，结束","ˈtɜːmɪneɪt","",1
"terrace","n. 1. 梯田，台地 2. (梯级宽且矮的)台阶(如看台) 3. 排房(设计相同的一排房屋)","ˈterəs","",1
"terrain","n. 地形，地势","təˈreɪn","",1
"testify","v. 1. 作证，证实 2. 表明，证明","ˈtestɪfaɪ","",1
"testimony","n. 1. (书面或口头的)证词(尤指发誓后作出的) 2. (对事物的)见证或证明","ˈtestɪmənɪ","",1
"texture","n. 质地，纹理，织法","ˈtekstʃə","",1
"thanksgiving","n. 感谢，感恩","ˈθæŋksˌgiviŋ","",1
"thereafter","adv. 此后，其后","ðeərˈɑːftə","",1
"thermal","adj. 1. 热的，热量的 2. 温暖的，热的 3. (指衣物)保暖的，防寒的 n. 热气流","ˈθɜːməl","",1
"thesis","n. 1. 学位论文，论文 2. 论点，论题","ˈθiːsɪs","",1
"thigh","n. 股，大腿","θaɪ","",1
"tickle","v. 1. 胳肢，呵痒 2. 使愉悦，满足","ˈtɪkl","",1
"tile","n. 瓦，瓷砖","taɪl","",1
"tilt","v. (使)倾斜，(使) 翘起 n. 倾斜，斜坡 || at full tilt全速地","tɪlt","",1
"timely","adj. 及时的，适时的，合时宜的","ˈtaɪmlɪ","",1
"tolerant","adj. 容忍的，宽容的","ˈtɒlərənt","",1
"tow","v. & n. 拖，拉，牵引","təʊ","",1
"toxic","adj. 有毒(性)的","ˈtɒksɪk","",1
"tract","n. 1. 一大片土地，地带 2. (人体、动物的)系统，道，束","trækt","",1
"trademark","n. 商标","ˈtreɪdmɑːk","",1
"tragic","adj. 1. 悲 J渗的，不幸的 2. 悲剧的","ˈtrædʒɪk","",1
"trait","n. (人的)个性，显著的特点","treɪt","",1
"transcend","v. 1. 超出(超越) …的范围 2. 优于(胜过)某人(事物)","trænˈsend","",1
"transient","adj. 短暂的，转瞬即逝的 n. 仅短暂在某地停留或工作的人","ˈtrænzɪənt","",1
"transit","n. 1. 通过，经过 2. 运输，运送，载运","ˈtrænsɪt","",1
"transplant","v. 1. 移植(植物) 2. 移植(器官、皮肤、头发等)","trænsˈplɑːnt","",1
"traverse","v. 横越，穿过 n. 1. 横越，贯穿 2. 横断物，横杆，横线","trəˈvɜːs","",1
"trench","n. 1. 沟渠，壕沟 2. 战壕","trentʃ","",1
"tribute","n. 1. 表示敬意或称赞的行动(言语或礼物) 2. 贡品，贡金","ˈtrɪbjuːt","",1
"triple","adj. 三倍的，三重的 v. 增至三倍","ˈtrɪpl","",1
"trivial","adj. 不重要的，琐屑的，无价值的","ˈtrɪvɪəl","",1
"tug","v. 用力拖，使劲拉 n. 1. 猛拉，拖 2. 拖船(=tugboat)","tʌɡ","",1
"turnover","n. 1. (一定时期的)营业额 2. (商店的)货物周转率 3. 人事变动率","ˈtɜːnˌəʊvə","",1
"ultraviolet","adj. 1. 紫外的 2. 紫外线的","ˌʌltrəˈvaɪələt","",1
"unanimous","adj. 一致同意的，一致通过的","juːˈnænɪməs","",1
"underestimate","v. 低估，看轻","ˌʌndərˈestɪmeɪt","",1
"underlying","a. 1. 在下面的 2. 优先的，基础的","ˌʌndәˈlaiiŋ","",1
"undermine","v. 1. 损毁…的地基 2. 削弱 3. 逐渐摧毁","ˌʌndəˈmaɪn","",1
"upgrade","v. 提高某人(某事物)的级别或等级，提高…档次 || upgrade sb (sth) to sb (sth)提升","ˌʌpˈɡreɪd","",1
"uphold","v. 1. 举起 2. 支持","ˌʌpˈhəʊd","",1
"valve","n. 1. 活门，阀 2. (心脏或血管的)瓣膜","vælv","",1
"vegetation","n. 植物，草木","ˌvedʒɪˈteɪʃən","",1
"vein","n. 1. 静脉 2. 叶脉，矿脉，纹理，纹路 3. 气质，风格","veɪn","",1
"vent","n. 1. 通风孔，排气管 2. 排放，发泄 || give vent to sth发泄  v. 发泄(情感)","vent","",1
"ventilate","v. 使通风","ˈventɪleɪt","",1
"verbal","adj. 1. 口头的 2. 词语的，用词的 3. 动词的","ˈvɜːbl","",1
"verdict","n. 1. (陪审团的)裁决，裁定 2. 判断，意见","ˈvɜːdɪkt","",1
"verge","n. 边缘，边际 || be on the verge of濒于，濒临  v. 接近，濒临","vɜːdʒ","",1
"versatile","adj. 1. 多才多艺的 2. 用途广泛的","ˈvɜːsətaɪl","",1
"verse","n. 1. 韵文 2. 诗歌，诗","vɜːs","",1
"versus","prep. (比赛等中)对，与…相对","ˈvɜːsəs","",1
"veto","n. 1. (pl)否决权 2. 否决或禁止某事物的声明 v. 否决或禁止(某事物)","ˈviːtəʊ","",1
"vicinity","n. 1. 附近，邻近 2. 附近地区","vɪˈsɪnətɪ","",1
"vicious","adj. 1. 恶毒的，残忍的 2. 邪恶的，罪恶的 3. 危险的，险恶的 4. 谬误的","ˈvɪʃəs","",1
"virgin","n. 处女 adj. 1. 处女的 2. 未开发的 3. 首次的","ˈvɜːdʒɪn","",1
"virtual","a. 1. 实质上的；事实上的 2. (计算机)虚拟的","ˈvәːtʃuәl","",1
"visualize","v. 想象，设想","ˈvɪʒʊəlaɪz","",1
"vocal","adj. 1. 声音的，发声的，口头的 2. 畅所欲言的，直言的 n. (爵士乐或流行音乐的)歌唱部分","ˈvəʊkəl","",1
"vocational","a. 职业的，行业的，业务的","vәuˈkeiʃәnl","",1
"void","n. 空间，真空 adj. 1. 空的，空虚的 2. 无效的，作废的","vɔɪd","",1
"vulgar","adj. 1. 粗鲁的，卑下的 2. 庸俗的，低级的","ˈvʌlɡə","",1
"vulnerable","adj. 1. 易受攻击的，有弱点的 2. (指人)易受伤害的，脆弱的，敏感的","ˈvʌlnərəbl","",1
"wardrobe","n. 衣橱，衣柜","ˈwɔːdrəʊb","",1
"warfare","n. 战争，交战","ˈwɔːfeə","",1
"warrant","n. 1. 授权(证)，许可证，逮捕状，搜查令 2. (正当)理由，证明，保证 v. 使有正当理由，向…保证","ˈwɒrənt","",1
"watertight","adj. 1. 水密的 2. 无懈可击的，严密的","ˈwɔːtətaɪt","",1
"watt","n. 瓦(电力单位)","wɒt","",1
"wedge","n. 楔子 v. 用楔子把…固定住","wedʒ","",1
"weird","adj. 古怪的，奇异的，荒谬的","wɪəd","",1
"whereas","conj. 而，却，反之","hweərˈæz","",1
"whereby","adv. 借以，凭那个","hweəˈbaɪ","",1
"withhold","v. 不给，拒绝","wɪðˈhəʊld","",1
"wrench","n. & v. 猛拧，一扭","rentʃ","",1
"wretched","adj. 1. 可怜的，悲惨的 2. 恶劣的，令人讨厌的","ˈretʃɪd","",1
"yacht","n. 快艇，游艇","jɒt","",1
"yoke","n. 1. 轭，牛轭 2. 束缚 v. 1. 给……上轭 2. 连接，结合，使匹配","jәuk","",1
"zinc","n. 锌","zɪŋk","",1
