word,meaning,phonetic,example,hit
"pedestrian","n. 步行者，行人","pә'destriәn","",1
"performer","n. 表演者，执行者","pә'fɒ:mә","",1
"poem","n. 诗","'pәuim","",1
"poison","n. 毒药","'pɒizn","",1
"political","adj. 政治的","pә'litikl","",1
"portable","a.手提的，便携式的","'pɒ:tәbl","",1
"precious","adj. 宝贵的, 珍贵的","'preʃәs","",1
"prejudice","n. 偏见，成见","'predʒudis","",1
"pressure","n. 压迫,压力,压强","'preʃә","",1
"prison","n. 监狱","'prizn","",1
"profession","n.（需要有高等教育学位的）职业（如医生或律师）","prә'feʃәn","",1
"pulse","n. 脉搏，（光、能量、波等的）脉动，搏动","pʌls","",1
"recite","v. 背诵","ri'sait","",1
"redirect","vt. 使改变，使转移",".ri:di'rekt","",1
"relation","n. 关系； 亲属","ri'leiʃәn","",1
"relief","n. 轻松,解脱,缓和,救济","ri'li:f","",1
"religion","n. 宗教","ri'lidʒәn","",1
"reserve","n. & v. 储备；预定","ri'zә:v","",1
"revolution","n. 革命，变革",".revә'lu:ʃәn","",1
"roof","n. 屋顶，顶部","ru:f","",1
"rope","n. 绳，索","rәup","",1
"scholar","n. 学者","'skɒlә","",1
"seal","n. 海豹","si:l","",1
"sex","n. 性，性别","seks","",1
"solar","adj. 太阳的","'sәulә","",1
"spare","adj. 空闲,多余的，剩余的","spєә","",1
"sponsor","n. 赞助者，赞助商","'spɒnsә","",1
"subscribe","v.订阅,订购（报刊等）","sәb'skraib","",1
"suspect","n. 犯罪嫌疑人","sә'spekt","",1
"tax","n. 税，税款","tæks","",1
"tendency","n. 倾向，偏好，性情","'tendәnsi","",1
"tournament","n. 锦标赛，联赛","'tә:nәmәnt","",1
"twist","v&n. 使弯曲，转动","twist","",1
"unemployment","n.失业,失业状态",".ʌnim'plɒimәnt","",1
"union","n. 联合,联盟；工会","'ju:njәn","",1
"unsafe","adj. 不安全的；危险的",".ʌn'seif","",1
"upward","adv. 向上；往上","'ʌpwәd","",1
"viewer","n. 观看者","'vju:ә","",1
"waist","n. 腰，腰部，腰围","weist","",1
"wall","n. 墙","wɒ:l","",1
"wealth","n. 财产，财富","welθ","",1
"wealthy","adj. 富的","'welθi","",1
"wipe","v. 擦；擦净；擦干","waip","",1
"worldwide","adj. 遍及全球的，世界范围的","'wә:ldwaid","",1
"yawn","v. 打哈欠","jɒ:n","",1
"cite","引用","sait","",1
"compel","迫使","kәm'pel","",1
"confront","面对","kәn'frʌnt","",1
"cultivate","培养","'kʌltiveit","",1
"definite","明确的","'definit","",1
"abandon","v.抛弃，舍弃，放弃","ә'bændәn","",1
"abnormal","adj. 反常的，变态的","æb'nɒ:mәl","",1
"abolish","v. 废除，废止","ә'bɒliʃ","",1
"accountant","n. 会计，会计师","ә'kauntәnt","",1
"admission","n. 准入, 接纳","әd'miʃәn","",1
"adult","n. 成年人","'ædʌlt","",1
"advertise","vt. 为……做广告","'ædvәtaiz","",1
"affair","n. 事，事情","ә'fєә","",1
"affection","n. 喜爱，钟爱","ә'fekʃәn","",1
"afterward","adv. 后来","'ɑ:ftәwәd","",1
"agency","n. 代理机构","'eidʒәnsi","",1
"agriculture","n. 农业，农学","'ægrikʌltʃә","",1
"allergic","adj. 过敏的，厌恶","ә'lә:dʒik","",1
"aloud","adv. 大声地","ә'laud","",1
"ample","adj. 足够的，丰裕的","'æmpl","",1
"amuse","vt. （使人）快乐，逗乐","ә'mju:z","",1
"ancestor","n. 祖宗； 祖先","'ænsestә","",1
"ancient","adj. 古代的，古老的","'einʃәnt","",1
"annoy","vt. （使）烦恼","ә'nɒi","",1
"annual","adj. 每年的，年度的，一年一次的","'ænjuәl","",1
"applaud","v.&n. 鼓掌,赞许,赞赏","ә'plɒ:d","",1
"appointment","n. 约会","ә'pɒintmәnt","",1
"arctic","adj. 北极的","'ɑ:ktik","",1
"authentic","adj. 真正的，真品的","ɒ:'θentik","",1
"avenue","n. 大道","'ævәnju:","",1
"award","n. 奖品，奖励","ә'wɒ:d","",1
"awkward","a.令人尴尬,使人难堪的","'ɒ:kwәd","",1
"bacon","n. 咸猪肉；熏猪肉","'beikәn","",1
"bargain","n. （经讨价还价后）成交的商品；廉价货 v. 讨价还价","'bɑ:gin","",1
"basement","n. 地下室","'beismәnt","",1
"belief","n. 信条，信念","bi'li:f","",1
"bid","v&n. 出价，投标，向（某人）道别","bid","",1
"bite","v. 咬；叮","bait","",1
"bonus","n. 津贴，奖金，红利","'bәunәs","",1
"bored","a.（对人，事）厌倦的，烦闷的","","",1
"boss","n. 领班；老板","bɒs","",1
"botanical","adj. 植物学的","bә'tænikәl","",1
"brick","n. 砖；砖块","brik","",1
"brochure","n. 资料（或广告）手册","'brәuʃә","",1
"burst","v. 突然发生； 突然发作","bә:st","",1
"cancel","vt. 取消","'kænsәl","",1
"caution","n. 谨慎，小心，警告","'kɒ:ʃәn","",1
"cautious","adj. 小心的，谨慎的","'kɒ:ʃәs","",1
"ceremony","n. 典礼，仪式，礼节","'serimәni","",1
"cheat","n. & v. 骗取，哄骗；作弊","tʃi:t","",1
"chemical","adj. 化学的 n. 化学品","'kemikl","",1
"choke","n. & v. 窒息","tʃәuk","",1
"civil","adj. 国内的；平民（非军人）的；民用的","'sivәl","",1
"clinic","n. 诊所","'klinik","",1
"committee","n. 委员会","kә'miti","",1
"communism","n. 共产主义","'kɒmjunizm","",1
"compensate","v. 补偿，弥补","'kɒmpenseit","",1
"compete","vi. 比赛，竞赛","kәm'pi:t","",1
"condemn","v. 谴责，指责，宣判","kәn'dem","",1
"confidential","adj. 机密的，保密的",".kɒnfi'denʃәl","",1
"conservation","n 保存；（自然资源的）保护，管理",".kɒnsә'veiʃәn","",1
"considerate","adj. 体贴的","kәn'sidәrit","",1
"constitution","n. 宪法，章程，身体素质",".kɒnsti'tju:ʃәn","",1
"convenience","n. 便利","kә'vi:njәns","",1
"convince","v. 使确信，使信服","kәn'vins","",1
"cure","n. & vt. 治疗；医好","kjuә","",1
"danger","n. 危险","'deindʒә","",1
"decoration","n.装饰，修饰",".dekә'reiʃәn","",1
"defend","vt. 防守；保卫","di'fend","",1
"defense","n. & v. 防御；防务","di'fens","",1
"delicate","a.易损的，易碎的","'delikәt","",1
"delighted","adj. 高兴的，快乐的","di'laitid","",1
"deposit","v.&n. 订金，押金，放下，放置，储存","di'pɒzit","",1
"disability","n.. 残疾；无能","disә'biliti","",1
"disappoint","vt. 使失望",".disә'pɒint","",1
"dismiss","vt. 让……离开；遣散；解散；解雇","dis'mis","",1
"downward","adv. 向下","'daunwәd","",1
"ecology","n. 生态，生态学","i:'kɒlәdʒi","",1
"educate","vt. 教育，培养","'edjukeit","",1
"emergency","n.紧急情况或状态","i'mә:dʒәnsi","",1
"energetic","adj. 精力旺盛的",".enә'dʒetik","",1
"enlarge","vt. 扩大","in'lɑ:dʒ","",1
"entertainment","n. 娱乐",".entә'teinmәnt","",1
"existence","n.存在；生存；存在物","ig'zistәns","",1
"extraordinary","adj. 离奇的；使人惊奇的","ik'strɒ:dәnәri","",1
"fancy","a.花式；装饰的；奇特的","'fænsi","",1
"fellow","n. 同伴；伙伴","'felәu","",1
"fiction","n.小说，虚构的事","'fikʃәn","",1
"fierce","adj. 猛烈的","fiәs","",1
"flesh","n. 肉","'fleʃ","",1
"flu","n. 流行性感冒","flu:","",1
"fold","vt. 折叠；合拢","fәuld","",1
"former","adj. 以前的，从前的；（两者之中的）前者","'fɒ:mә","",1
"fortune","n. 财产；运气","'fɒ:tʃәn","",1
"franc","n. 法郎","fræŋk","",1
"frost","n. 霜","frɒst","",1
"guilty","a.有罪,犯法的,做错事的","'gilti","",1
"hammer","n. 锤子，锣锤","'hæmә","",1
"hatch","v. （鸟、鸡）孵蛋","hætʃ","",1
"hay","n. 作饲料用的干草","hei","",1
"hibernate","vi. 冬眠","'haibәneit","",1
"impression","n. 印象，感觉","im'preʃәn","",1
"income","n. 收入，所得","'inkʌm","",1
"independence","n. 独立",".indi'pendәns","",1
"innocent","a.无辜的，清白的","'inәsәnt","",1
"institute","n. (研究)所, 院，学院","'institju:t","",1
"insurance","n. 保险","in'ʃurәns","",1
"insure","vt. 给……保险","in'ʃuә","",1
"irish","adj. 爱尔兰的，爱尔兰人的","'airiʃ","",1
"jet","n. 喷气式飞机；喷射（器）","dʒet","",1
"junk","n. （口语）废品，破烂货","dʒʌŋk","",1
"kindness","n. 仁慈；善良","'kaindnis","",1
"lame","adj. 跛的，瘸的，残废的","leim","",1
"leftover","a.剩余,剩下的n.剩饭菜","'leftәuvә","",1
"lemon","n. 柠檬 a. 柠檬色(味)的","'lemәn","",1
"liberate","vt. 解放，使获自由","'libәreit","",1
"loose","adj. 松散的； 宽松的","lu:s","",1
"male","adj. 男（性）的；雄的","meil","",1
"mature","adj. 成熟的","mә'tjuә","",1
"meanwhile","adv. 同时","'mi:nhwail","",1
"memorial","n. 纪念馆","mi'mɒ:riәl","",1
"mess","n. 凌乱","mes","",1
"mixture","n. 混合物","'mikstʃә","",1
"modest","adj. 谦虚的；谦逊的","'mɒdist","",1
"noble","adj. 高贵的，贵族的","'nәubl","",1
"nowadays","adv. 当今，现在","'nauәdeiz","",1
"numb","adj. 麻木的，失去知觉的，迟钝的","nʌm","",1
"nut","n.坚果,果仁(胡桃,栗子等)","nʌt","",1
"occupation","n. 职业，工作",".ɒkju'peiʃәn","",1
"oppose","vt. 反对；反抗","ә'pәuz","",1
"optimistic","adj. 乐观的",".ɒpti'mistik","",1
"orbit","n.（天体等的）运行轨道","'ɒ:bit","",1
"organ","n. （人，动物）器官","'ɒ:gәn","",1
"outer","adj. 外部的，外面的","'autә","",1
"oval","n.& adj.椭圆；椭圆形的","'әuvәl","",1
"phenomenon","n. 现象","fi'nɒminәn","",1
"physician","n.(有行医执照的)医生","fi'ziʃәn","",1
"pillow","n. 枕头","'pilәu","",1
"pipe","n. 管子，输送管","paip","",1
"politician","n. 政治家",".pɒli'tiʃәn","",1
"pond","n. 池塘","pɒnd","",1
"premier","n. 首相，总理","'pri:mjә","",1
"prescription","n. 处方，药方","pri'skripʃәn","",1
"president","n. 总统；主席","'prezidәnt","",1
"psychology","n. 心理学","sai'kɒlәdʒi","",1
"qualification","n. 资格，学历",".kwɒlifi'keiʃәn","",1
"quantity","n. 量，数","'kwɒntәti","",1
"questionnaire","n. 调查表，问卷","kwestʃә'nєә","",1
"radium","n. 镭","'reidiәm","",1
"receipt","n. 收据","ri'si:t","",1
"reform","v&n. 改革，改进，改良","ri'fɒ:m","",1
"refusal","n. 拒绝","ri'fju:zl","",1
"r","elevant a. 紧密相关,有意义的","ɑ:(r)","",1
"religious","adj. 宗教的","ri'lidʒәs","",1
"remind","vt. 提醒，使记起","ri'maind","",1
"representative","n.代表,典型人物",".repri'zentәtiv","",1
"reputation","n. 名声，名誉",".repju'teiʃәn","",1
"rescue","vt. 营救，援救","'reskju:","",1
"reservation","n. 预定",".rezә'veiʃәn","",1
"resist","v. 抵抗；挡开","ri'zist","",1
"rid","vt. 使摆脱","rid","",1
"rot","vi. 烂； 腐败","rɒt","",1
"sacred","adj. 害怕，恐惧，担心","'seikrid","",1
"savage","n. 野蛮人，未开化的人","'sævidʒ","",1
"scar","n. 伤疤，伤痕","skɑ:","",1
"scare","v. 使害怕，使恐惧","skєә","",1
"scarf","n. 领巾，围巾","skɑ:f","",1
"scream","n. 尖叫","skri:m","",1
"selfish","adj. 自私的","'selfiʃ","",1
"settlement","n. 新拓居地；（美）部落，村落","'setlmәnt","",1
"shake","v. （使）动摇，震动","ʃeik","",1
"shanghai","n. 上海","'ʃæŋhai","",1
"shelter","n. 掩蔽；隐蔽处","'ʃeltә","",1
"shock","vt. 使震惊","ʃɒk","",1
"shooting","n. 射击","'ʃu:tiŋ","",1
"shrink","v. 缩小，收缩，减少","ʃriŋk","",1
"sight","n. 情景，风景；视力","sait","",1
"slice","n. 片，切面（薄）片","slais","",1
"smelly","adj. 有臭味的,发出臭味的","'smeli","",1
"smoker","n. 吸烟者","'smәukә","",1
"sob","n.& v. 抽泣，啜泣","sɒb","",1
"socialism","n. 社会主义","'sәuʃәlizm","",1
"spy","n. 密探,间谍 v.侦探,刺探","spai","",1
"staff","n. 全体职工（雇员）","stɑ:f","",1
"stain","n. 污点，污渍，染色剂","stein","",1
"stair","n. 楼梯","stєә","",1
"starve","v. 饿死","stɑ:v","",1
"statesman","women) /ˈsteɪtsmən/ n. 政治家","'steitsmәn","",1
"statue","n. 法令，法规，章程","'stætju","",1
"steady","adj. 稳固的；平稳的","'stedi","",1
"steam","n. 汽，水蒸气","sti:m","",1
"stout","adj. 肥壮的，厚实牢固的","staut","",1
"stove","n. （供烹饪用的 ）火炉，煤炉，电炉","stәuv","",1
"straw","n. 稻草","strɒ:","",1
"superb","adj. 卓越的,质量极高的","sju'pә:b","",1
"supreme","a.至高无上的,最高的","sju'pri:m","",1
"surgeon","n. 外科医生","'sә:dʒәn","",1
"surplus","n. 过剩，剩余","'sә:plәs","",1
"survival","n. 存活，幸存","sә'vaivәl","",1
"swear","v.咒骂.,诅咒","swєә","",1
"sweat","n. 汗，汗水","swet","",1
"swell","v. 肿胀","swel","",1
"swift","adj. 快的，迅速的","swift","",1
"swiss","adj. 瑞士人的 n. 瑞士人","swis","",1
"temptation","n. 引诱；诱惑","temp'teiʃәn","",1
"tense","adj. 心烦意乱的，紧张的","tens","",1
"tension","n. 紧张局势，矛盾","'tenʃәn","",1
"tentative","adj. 不确定的，踌躇的","'tentәtiv","",1
"thrill","n&v. 兴奋，激动","θril","",1
"thriller","n. 惊险小说","'θrilә","",1
"thunder","n.& v. 雷声，打雷","'θʌndә","",1
"tolerate","v. 容许，允许，忍受","'tɒlәreit","",1
"troop","n. 部队","tru:p","",1
"underline","v. 在…下划线","'ʌndәlain","",1
"unhealthy","a.不健康的,不卫生的",".ʌn'helθi","",1
"upset","adj. 心烦的，苦恼的","ʌp'set","",1
"urban","adj. 城市的，都市的","'ә:bәn","",1
"urge","v. 敦促，催促，力劝","ә:dʒ","",1
"vain","n. 自负的，自视过高的，徒劳的，无效的","vein","",1
"violence","n. 暴力行为","'vaiәlәns","",1
"violent","adj. 暴力的","'vaiәlәnt","",1
"virtue","n. 美德,正直的品行,德行","'vә:tju:","",1
"visa","n. 签证，背签","'vi:zә","",1
"vivid","adj. 生动，逼真的，鲜明的","'vivid","",1
"voluntary","adj. 自愿的，主动的","'vɒlәntәri","",1
"vote","vi. 选举，投票","vәut","",1
"wag","v. 摇动；摆动","wæg","",1
"wage","n. 工资，工钱，报酬","weidʒ","",1
"wander","vi.漫游,游荡,漫步,流浪","'wɒndә","",1
"ward","n. 保卫,看护,病房,收容所","wɒ:d","",1
"warehouse","n. 仓库，货栈","'wєәhaus","",1
"welfare","n. 幸福，福利","'welfєә","",1
"withdraw","v. 撤回，撤离","wið'drɒ:","",1
"witness","v&n. 目击者，见证人","'witnis","",1
"worthwhile","adj. 值得做的","'wә:θ'hwail","",1
"worthy","adj. 值得的","'wә:ði","",1
"bloom","开花","blu:m","",1
"depart","离开","di'pɑ:t","",1
"erupt","v.（火山）爆发，喷发","i'rʌpt","",0
"simple-minded","a.纯朴,头脑简单","ˈsɪmpəlˈmaɪndɪd","",0
"sadness","n. 悲哀，忧伤","'sædnis","",0
"cartoon","n. 动画片，卡通；漫画","kɑ:'tu:n","",0
"bowling","n. 保龄球","'bәuliŋ","",0
"barbecue","n. 烤肉野餐","'bɑ:bikju:","",0
"unmarried","adj. 未婚的，独身的",".ʌn'mærid","",0
"watermelon","n. 西瓜","'wɒtә.melәn","",0
"flour","n. 面粉，粉","'flauә","",0
"birdcage","n. 鸟笼","'bә:dkeidʒ","",0
"right-handed","adj. 惯用右手的","rait'hændid","",0
"powder","n. 粉，粉末","'paudә","",0
"w","eatherman n.气象员,预报天气的人","'dʌb(ә)lju:","",0
"persuade","vt. 说服，劝说","pә'sweid","",0
"rooster","n. (美)公鸡","'ru:stә","",0
"arrest","v. 逮捕，拘留","ә'rest","",0
"hilly","adj. 丘陵的； 多小山的","'hili","",0
"subtraction","n.（算数中的）减","sәb'trækʃәn","",0
"marriage","n. 结婚，婚姻","'mæridʒ","",0
"body-building","n. 健美","\"'bɔdi","",0
"tibeta","n. 西藏人；西藏语","","",0
"europe*","n. 欧洲","","",0
"u.s.a.","n. 美国（美利坚合众国）","","",0
"drown","vi. 溺死；淹没","draun","",0
"cuisine","n. 饭菜，佳肴","kwi:'zi:n","",0
"royal","adj. 皇家的，王室的，国王的，女王的","'rɒiәl","",0
"crayon","n 蜡笔；蜡笔画","'kreiәn","",0
"retire","v. 退休","ri'taiә","",0
"u.n.","n. 联合国","","",0
"eyewitness","n. 目击证人","ai'witnis","",0
"hooray","int. 好哇！（欢呼声）","hu'rei","",0
"ballet","n. 芭蕾舞","'bælei","",0
"mustard","n. 芥末，芥子粉","'mʌstәd","",0
"smoke-free","adj. 非吸烟的,无烟的","sməuk fri:","",0
"astronomy","n. 天文学","ә'strɒnәmi","",0
"sailor","n. 水手，海员","'seilә","",0
"carriage","n. 四轮马车;（火车）客车厢","'kæridʒ","",0
"p.m.","n. 下午,午后","","",0
"am","v. be的人称形式之一","æm","",0
"outgoing","adj. 爱交际的,外向的","'autgәuiŋ","",0
"nutrition","n. 营养，滋养","nju:'triʃәn","",0
"walnut","n. 核桃，胡桃","'wɒ:lnәt","",0
"self-service","n.自助,自我服务的","'self'sә:vis","",0
"beard","n. （下巴上的）胡须","biәd","",0
"mouthful","n. 满口，一口","'mauθful","",0
"circulate","v. （液体或气体）环流，循环","'sә:kjuleit","",0
"ottawa","n. 渥太华","'ɔtәwә","",0
"seize","vt. 抓住(时机等)","si:z","",0
"bathtub","n. 澡盆","'bɑ:θtʌb","",0
"album","n. 相册，影集，集邮簿","'ælbәm","",0
"punctuate","v. 加标点","'pʌŋktjueit","",0
"attraction","n. 吸引，爱慕","ә'trækʃәn","",0
"racial","adj. 种族的","'reiʃәl","",0
"climate","n. 气候","'klaimit","",0
"shallow","adj. 浅的,不深的,肤浅的","'ʃælәu","",0
"poisonous","adj. 有毒的，致命的","'pɒizәnәs","",0
"pen-friend","n. 笔友","","",0
"feast","n.盛宴，宴会，（宗教的）节日","fi:st","",0
"violinist","n. 提琴家，提琴手",".vaiә'linist","",0
"centimetre","(美 centimeter) n. 公分，厘米","\"'senti","",0
"eventually","ad.最终地","i'ventʃuәli","",0
"crowded","adj. 拥挤的","'kraudid","",0
"thunderstorm","n.雷电交加暴风雨","'θʌndәstɒ:m","",0
"nephew","n. 侄子，外甥","'nefju:","",0
"resemble","v. （不用进行时）像，看起来像","ri'zembl","",0
"ashamed","adj. 惭愧； 害臊","ә'ʃeimd","",0
"receptionist","n. 接待员","ri'sepʃәnist","",0
"beddings","n. 卧具，铺盖","'bedɪŋ","",0
"roundabout","adj. & n. 绕道的，不直接的；转盘路","'raundә.baut","",0
"bathe","vi. 洗澡；游泳","beið","",0
"garage","n. 汽车间（库）","gә'rɑ:ʒ. 'gærɑ:ʒ","",0
"adore","v. （不用于进行时）热爱，爱慕某人","ә'dɒ:","",0
"peasant","n. 农民；佃农","'peznt","",0
"outstanding","adj. 优秀的，杰出的",".aut'stændiŋ","",0
"daylight","n. 日光，白昼； 黎明","'deilait","",0
"badminton","n. 羽毛球","'bædmintәn","",0
"slave","n. 奴隶","sleiv","",0
"moustache","n. 小胡子","'mʌstæʃ","",0
"vanilla","n. 香草","vә'nilә","",0
"disappointment","n. 失望；沮丧",".disә'pɒintmәnt","",0
"souvenirs","n.旅游纪念品,纪念物","su:və'nɪəz","",0
"yummy","adj. 很好吃的","'jʌmi","",0
"buddhist","n. 佛教徒","'budist","",0
"conscience","n. 良心，良知，内疚","'kɒnʃәns","",0
"changeable","a.易变的，变化无常的","'tʃeindʒәbl","",0
"spelling","n. 拼写，拼读","'speliŋ","",0
"peach","n. 桃子","pi:tʃ","",0
"bathrobe","n. 浴衣","'bɑ:θrәub","",0
"stewardess","n.女乘务员,空中小姐","'stju:wәdis","",0
"firewood","n. 木柴","'faiәwud","",0
"telescope","n. 望远镜","'teliskәup","",0
"giraffe","n. 长颈鹿","dʒi'rɑ:f","",0
"hydrogen","n. 氢","'haidrәdʒәn","",0
"collar","n. 衣领； 硬领","'kɒlә","",0
"laser","n. 激光","'leizә","",0
"drier","n. 烘干机；吹风机","'draiә","",0
"capsule","n. （药）胶囊","'kæpsju:l","",0
"paddle","n. 桨状物，蹼","'pædl","",0
"adolescence","n. 青春，青春期",".ædәu'lesәns","",0
"fortnight","n. 十四日，两星期","'fɒ:tnait","",0
"lawyer","n. 律师","'lɒ:jә","",0
"heroine","n. 女英雄，女主角","'herәuin","",0
"pretend","vi. 假装，装作","pri'tend","",0
"eastwards","adv. 向东","'i:stwәdz","",0
"softball","n. 垒球","'sɒftbɒ:l","",0
"cigarette","n. 纸烟，香烟",".sigә'ret","",0
"semicircle","n. 半圆","'semi.sә:kl","",0
"terror","n. 恐惧，惊恐","'terә","",0
"glory","n.巨大的光荣; 荣誉;赞美","'glɒ:ri","",0
"miniskirt","n. 超短裙","'miniskә:t","",0
"resign","v. 辞职","ri'zain","",0
"shabby","a.破旧,破烂,衣衫褴褛的","'ʃæbi","",0
"luggage","n. (总称)行李","'lʌgidʒ","",0
"fairness","n. 公平；公正","'fєәnis","",0
"alcoholic","a.&n. 含酒精的，酒鬼",".ælkә'hɒlik","",0
"sister-in-law","n. 嫂，弟媳","","",0
"antique","n. 古董","æn'ti:k","",0
"northwards","adv. 向北","'nɔ:θwәdz","",0
"hostess","n. 女主人","'hәustis","",0
"cance","r n. 癌","","",0
"athletics","n. 田径","æθ'letiks","",0
"veal","n. （食用）小牛肉","vi:l","",0
"childhood","n. 幼年时代，童年","'tʃaildhud","",0
"eager","adj. 渴望的，热切的","'i:gә","",0
"dizzy","adj. 头眩目晕的","'dizi","",0
"stainless","adj. 无污点的","'steinlis","",0
"hurricane","n. 飓风，十二级风","'hә:rikәn","",0
"nylon","n. 尼龙","'nailɒn","",0
"mountainous","adj. 多山的","'mauntinәs","",0
"rugby","n. （英）橄榄球","'rʌ^bi","",0
"unconscious","a.昏迷,不省人事的",".ʌn'kɒnʃәs","",0
"steward","n. (火车、飞机、轮船等)男服务员；男乘务员","'stju:wәd","",0
"stadium","n. （露天）体育场","'steidiәm","",0
"sparrow","n. 麻雀，雀型鸟类","'spærәu","",0
"oceania*","n. 点钟","","",0
"baggage","n. 行李","'bægidʒ","",0
"carpet","n. 地毯","'kɑ:pit","",0
"facial","adj. 面部用的","'feiʃәl","",0
"amusement","n. 娱乐","ә'mju:zmәnt","",0
"empire","n. 帝国","'empaiә","",0
"cooker","n. 炊具(锅、炉灶、烤炉等)","'kukә","",0
"postpone","vt. 推迟，延期","pәust'pәun","",0
"marathon","n. 马拉松","'mærәθәn","",0
"continent","n. 大陆，大洲；陆地","'kɒntinәnt","",0
"nuclear","adj. 原子核的，原子能的，核动力的","'nju:kliә","",0
"tasteless","adj. 无滋味的","'teistlis","",0
"pancake","n. 薄煎饼","'pænkeik","",0
"inland","adj. 内陆的；内地的","'inlәnd","",0
"embassy","n. 大使馆","'embәsi","",0
"gentle","adj. 温柔的，轻轻的","'dʒentl","",0
"woollen","adj. 羊毛的，羊毛制的","'wulin","",0
"silver","n. 银","'silvә","",0
"petrol","n. 石油","'petrәl","",0
"champion","n. 冠军，优胜者","'tʃæmpiәn","",0
"vacation","n. 假期，休假","vei'keiʃәn","",0
"sculpture","n. 雕塑（术），雕刻（术），雕刻作品，雕像","'skʌlptʃә","",0
"ministry","n.（政府的）部","'ministri","",0
"fingernail","n. 指甲","'fiŋgәneil","",0
"snowman","n. 雪人","'snәumæn","",0
"motto","n. 箴言，格言","'mɒtәu","",0
"altogether","adv. 总共",".ɒ:ltә'geðә","",0
"squirrel","n. 松鼠","'skwә:rәl","",0
"snowy","adj. 雪(白)的；下雪的；多(积)雪的","'snәui","",0
"punishment","n. 惩罚","'pʌniʃmәnt","",0
"happiness","n. 幸福，愉快","'hæpinis","",0
"citizen","n. 公民；居民","'sitizn","",0
"diploma","n.毕业文凭；学位证书","di'plәumә","",0
"strawberry","n. 草莓","'strɒ:bәri","",0
"superman","n. 超人","'sju:pәmæn","",0
"catholic","adj. 天主教的","'kæθәlik","",0
"biography","n. 传记","bai'ɒgrәfi","",0
"applicant","n. 申请人","'æplikәnt","",0
"astronaut","n. 宇航员","'æstrәnɒ:t","",0
"stubborn","adj. 固执的，倔强的","'stʌbәn","",0
"sacrifice","vt. 牺牲","'sækrifais","",0
"disobey","vt. 不服从",".disә'bei","",0
"arabic","adj. 阿拉伯语的 n. 阿拉伯语","'ærәbik","",0
"attentively","adv. 注意地","ә'tentivli","",0
"cordless","adj. 无线的","'kɒ:dlis","",0
"greek","a.&n. 希腊的，希腊人的，希腊语的 ; 希腊人，希腊语","gri:k","",0
"irrigate","vt. 灌溉","'irigeit","",0
"weed","n. 杂草，野草","wi:d","",0
"willingly","adv. 乐意地","'wiliŋli","",0
"irrigation","n. 灌溉",".iri'geiʃәn","",0
"battleground","n. 战场","'bætlgraund","",0
"minister","n. 部长；牧师","'ministә","",0
"troublesome","a.令人烦恼, 讨厌","'trʌblsәm","",0
"sneaker","n. （复）轻便运动鞋（美）","'sni:kә","",0
"tease","v. 取笑，戏弄，寻开心","ti:z","",0
"backache","n. 背痛","'bækeik","",0
"zipper","n. 拉链","'zipә","",0
"discrimination","n. 歧视","dis.krimi'neiʃәn","",0
"abortion","v. 人工流产，堕胎","ә'bɒ:ʃәn","",0
"aluminium","n. （化）铝",".ælju'miniәm","",0
"herb","n. 草药","hә:b","",0
"shaver","pron. 她","'ʃeivә","",0
"breathless","adj. 气喘吁吁的，上气不接下气的","'breθlis","",0
"bakery","n. 面包店","'beikәri","",0
"snowball","n. 雪球","'snәubɒ:l","",0
"slavery","n. 奴隶制度","'sleivәri","",0
"graduation","n. 毕业，毕业典礼",".grædʒu'eiʃәn","",0
"seaman","n. 水手； 海员","'si:mәn","",0
"peaceful","adj. 和平的，安宁的","'pi:sful","",0
"belgium","* n. 比利时","'beldʒәm","",0
"blood","n. 血，血液","blʌd","",0
"burial","n. 埋葬","'beriәl","",0
"disagree","vi. 意见不一致，持不同意见",".disә'gri:","",0
"forehead","n. 前额","'fɒ:rid","",0
"grill","n. （烧食物的）烤架","gril","",0
"bungalow","n. 平房","'bʌŋgәlәu","",0
"emperor","n. 皇帝","'empәrә","",0
"ownership","n. 所有制","'әunәʃip","",0
"ridiculous","adj. 荒谬的，愚蠢的","ri'dikjulәs","",0
"throat","n. 喉咙","θrәut","",0
"wrist","n. 手腕，腕关节","rist","",0
"disgusting","a.极糟的，令人不快的，令人厌恶的","dis'gʌstiŋ","",0
"unbelievable","a.难以置信的",".ʌnbi'li:vәbl","",0
"absurd","a.荒谬的，怪诞不经的","әb'sә:d","",0
"alphabet","n. 字母表，字母","'ælfәbit","",0
"birthplace","n. 出生地；故乡","'bә:θpleis","",0
"tremble","v. 颤抖","'trembl","",0
"civilization","n. 文明","si.vilai'zeiʃәn","",0
"microcomputer","n. 微机",".maikrәu'kɒmpjutә","",0
"faith","n. 信仰；信念","feiθ","",0
"botany","n. 植物； 植物学","'bɒtәni","",0
"novelist","n. 小说家","'nɒvәlist","",0
"unpleasant","adj. 使人不愉快的",".ʌn'pleznt","",0
"oxygen","n. 氧；氧气","'ɒksәdʒәn","",0
"forgive","(forgave, forgiven) vt. 原谅，宽恕","fә'giv","",0
"balcony","n. 阳台；楼座","'bælkәni","",0
"sunburnt","adj. 晒黑的","'sʌnb\\\\\\\\:nt","",0
"breast","n. 乳房，胸脯","brest","",0
"ice--cream","n. 冰淇淋","","",0
"letter-box","n. 信箱","'letəbɔks","",0
