"sharp","adj. 锋利的，尖的","ʃɑ:p","",1
"sharpen","v.（使）变锐利，削尖","'ʃɑ:pn","",1
"silk","n.（蚕）丝，丝织品","silk","",1
"silly","adj. 傻的，愚蠢的","'sili","",1
"sing","v. 唱，唱歌","siŋ","",1
"sink","vi. 下沉；消沉 n. 洗涤槽；污水槽","siŋk","",1
"square","n. 广场 a. 平方的；方形的，宽而结实的（体格，肩膀）","skwєә","",1
"straight","adj. 一直的，直的 ad. 一直地，直地","streit","",1
"suppose","vt. 猜想,假定,料想","sә'pәuz","",1
"tail","n. (动物的)尾巴","teil","",1
"thin","adj. 薄的；瘦的；稀的","θin","",1
"thing","n. 东西；(复)物品，用品；事情，事件","θiŋ","",1
"tire","vi. 使疲劳","taiә","",1
"tired","adj. 疲劳的，累的","taiәd","",1
"toilet","n. 厕所","'tɒilit","",1
"tokyo","n. 东京","'tәukjәu","",1
"wake","v. 醒来,叫醒","weik","",1
"whichever","pron. 无论哪个;无论哪些","hwitʃ'evә","",1
"yellow","adj. 黄色的","'jelәu","",1
"yesterday","n.& ad. 昨天","'jestәdi","",1
"young","adj. 年轻的","jʌŋ","",1
"airport","n. 航空站,飞机场","'єәpɒ:t","",1
"alive","adj. 活着的，存在的","ә'laiv","",1
"amazing","adj. 惊叹的;震惊的;令人惊讶的","ә'meiziŋ","",1
"america","n. 美国；美洲","ә'merikә","",1
"arab","adj. 阿拉伯的 n. 阿拉伯人","'ærәb","",1
"balloon","n. 气球","bә'lu:n","",1
"bang","int. 砰","bæŋ","",1
"beautiful","adj. 美，美丽，美观的","'bju:tiful","",1
"born","adj. 出生的","bɒ:n","",1
"breathe","vi. 呼吸","bri:ð","",1
"bring","vt. 拿来，带来，取来","briŋ","",1
"british","adj. 英国的；大不列颠的；英国人的","'britiʃ","",1
"bus","n. 公共汽车","bʌs","",1
"chicken","n. 鸡；鸡肉","'tʃikin","",1
"cold","adj. 冷的，寒的 n. 寒冷；感冒，伤风","kәuld","",1
"cross","adj. 脾气不好的，易怒的 n. 十字形的东西 vt. 越过；穿过","krɒs","",1
"crossing","n. 十字路口，人行横道","'krɒsiŋ","",1
"dance","n.& vi. 跳舞","dæns. dɑ:ns","",1
"daughter","n. 女儿","'dɒ:tә","",1
"deer","n. 鹿","diә","",1
"dial","vt. 拨（电话号码）","'daiәl","",1
"disappear","vi. 消失",".disә'piә","",1
"disease","n. 病，疾病","di'zi:z","",1
"dive","vi. 跳水","daiv","",1
"divide","vt. 分，划分","di'vaid","",1
"drag","v. 拖；拽","dræg","",1
"dream","n.& vt. 梦，梦想","dri:m","",1
"dress","n. 女服，连衣裙；(统指)服装；童装 v. 穿衣","dres","",1
"dry","v. 使…干；弄干；擦干 a. 干的；干燥的","drai","",1
"east","adj. 东方；东部的；ad. 在东方；向东方； n. 东，东方；","i:st","",1
"egg","n. 蛋；卵","eg","",1
"eighteen","num. 十八","'ei'ti:n","",1
"elder","n. 长者；前辈","'eldә","",1
"enemy","n. 敌人；敌军","'enimi","",1
"essay","n. 散文；文章；随笔","'esei. e'sei","",1
"european","adj. 欧洲的，欧洲人的 n. 欧洲人",".juәrә'pi:әn","",1
"everywhere","adv. 到处","'evrihwєә","",1
"excite","vt. 使兴奋，使激动","ik'sait","",1
"fan","n.（电影、运动等的）迷；热心的爱好者（支持者） n. 风扇","fæn","",1
"feed","vt. 喂（养）；饲（养）","fi:d","",1
"fever","n. 发烧；发热","'fi:vә","",1
"fifth","num. 第五","fifθ","",1
"fifty","num. 五十","'fifti","",1
"fight","n. 打仗（架），争论","fait","",1
"floor","n. 地面，地板.（楼房的）层","flɒ:","",1
"foolish","adj. 愚蠢的，傻的","'fu:liʃ","",1
"freeze","(froze, frozen) vi. 结冰","fri:z","",1
"fruit","n. 水果；果实","fru:t","",1
"garden","n. 花园，果园，菜园","'gɑ:dn","",1
"german","adj. 德国的，德国人的，德语的 n. 德国人，德语","'dʒә:mәn","",1
"germany","n. 德国","'dʒә:mәni","",1
"gift","n. 赠品；礼物","gift","",1
"gradually","adv. 逐渐地","'grædʒuәli","",1
"grand","adj. 宏伟的","grænd","",1
"grandma","n. 奶奶；外婆","'grændmɑ:","",1
"grandpa","n. 爷爷,外公","\"'^rænpɑ:","",1
"half","a.& n. 半，一半，半个","hɑ:f","",1
"happy","adj. 幸福；快乐的，高兴的","'hæpi","",1
"hat","n. 帽子(一般指有边的)；礼帽","hæt","",1
"healthy","adj. 健康的，健壮的","'helθi","",1
"him","pron. 他（宾格）","him","",1
"honest","adj. 诚实的，正直的","'ɒnist","",1
"hungry","a.（饥）饿的","'hʌŋgi","",1
"indeed","adj. 确实；实在","in'di:d","",1
"international","adj. 国际的",".intә'næʃәnәl","",1
"it","pron. 它","it","",1
"jam","n. 果酱；阻塞","dʒæm","",1
"june","n. 6月","dʒu:n","",1
"junior","adj. 初级的；年少的","'dʒu:njә","",1
"kill","v. 杀死，弄死","kil","",1
"kite","n. 风筝","kait","",1
"knee","n. 膝盖","ni:","",1
"lend","vt. 借(出),把…借给","lend","",1
"lie","v. 躺;卧;平放;位于n.& vi.(lied,lied) 说谎","lai","",1
"maybe","adv. 可能，大概，也许","'meibi:","",1
"might","v. aux. (may的过去式，助动词) 可能，也许，或许","mait","",1
"mine","n. 矿藏,矿山 vt. 开采(矿物) pron. 我的","main","",1
"moon","n. 月球；月光；月状物","mu:n","",1
"morning","n. 早晨，上午","'mɒ:niŋ","",1
"motor","n. 发动机，马达","'mәutә","",1
"mr.","n. 先生（用于姓名前）","'mistә(r)","",1
"mrs.","n. 夫人, 太太（称呼已婚妇女）","'mɪsɪz","",1
"museum","n. 博物馆，博物院","mju:'ziәm","",1
"newspaper","n. 报纸","'nju:z.peipә","",1
"nice","adj. 令人愉快;好的,漂亮的","nais","",1
"nine","num. 九","nain","",1
"ninety","num. 九十","'nainti","",1
"nurse","n. 护士；保姆；保育员","nә:s","",1
"oh","int. 哦！啊！","әu","",1
"onto","prep. 到…的上面","'ɒntu:","",1
"over","prep. 在…上方,越过,遍及 ad. 翻倒,遍布,越过,结束","'әuvә","",1
"painter","n. 绘画者,（油）画家","'peintә","",1
"pan","n. 平底锅","pæn","",1
"passage","n.（文章等的）一节，一段；通道；走廊","'pæsidʒ","",1
"passenger","n. 乘客，旅客","'pæsindʒә","",1
"pause","n.& vi. 中止，暂停；停止","pɒ:z","",1
"pioneer","n. 先锋，开拓者",".paiә'niә","",1
"polite","adj. 有礼貌的,有教养的","pә'lait","",1
"politics","n. 政治","'pɒlitiks","",1
"pop","adj. (口语) （音乐、艺术等）大众的，通俗的","pɒp","",1
"population","n. 人口，人数",".pɒpju'leiʃәn","",1
"pretty","adj. 漂亮的，俊俏的","'priti","",1
"probable","adj. 很可能,很有希望的","'prɒbәbl","",1
"pronunciation","n. 发音","prәu.nʌnsi'eiʃәn","",1
"radio","n. 无线电，收音机","'reidiәu","",1
"red","n. 红色 a. 红色的","red","",1
"russian","adj. 俄国人的，俄语的 n. 俄国人，俄语","'rʌʃәn","",1
"satisfaction","n. 满意",".sætis'fækʃәn","",1
"school","n. 学校","sku:l","",1
"seven","num. 七","'sevn","",1
"seventh","num. 第七","'sevnθ","",1
"seventy","num. 七十","'sevnti","",1
"shop","vi. 买东西 n. 商店,车间","ʃɒp","",1
"shopping","n. 买东西","'ʃɒpiŋ","",1
"silence","n. 安静，沉默","'sailәns","",1
"ski","n.& vi. 滑雪板；滑雪","ski:","",1
"skirt","n. 女裙","skә:t","",1
"song","n. 歌唱；歌曲","sɒŋ","",1
"spoon","n. 匙, 调羹","spu:n","",1
"sport","n. 体育运动，锻炼；(复，英)运动会","spɒ:t","",1
"station","n. 站，所，车站；电台","'steiʃәn","",1
"stone","n. 石头，石料","stәun","",1
"street","n. 街，街道","stri:t","",1
"strike","v.（钟）鸣;敲（响）,罢工,擦（打）火, 侵袭","straik","",1
"sudden","adj. 突然的","'sʌdn","",1
"sunset","n. 日落(时分)","'sʌnset","",1
"supply","vt.& n. 供给，供应","sә'plai","",1
"surprise","vt. 使惊奇,使诧异 n. 惊奇,诧异","sә'praiz","",1
"tale","n. 故事, 传说","teil","",1
"taxi","n. 出租汽车","'tæksi","",1
"teamwork","n. 合作，协同工作","'ti:mwә:k","",1
"teenager","n.（13～19岁的）青少年，十几岁的少年","'ti:nidʒә","",1
"terrible","adj. 可怕的；糟糕的","'terәbl","",1
"twenty","num. 二十","'twenti","",1
"uncle","n. 叔,伯,舅,姑夫,姨父","ʌŋkl","",1
"wallet","n. (放钱,证件等的)皮夹","'wɒlit","",1
"waste","n.& vt. 浪费","weist","",1
"winner","n. 获胜者","'winә","",1
"winter","n. 冬天，冬季","'wintә","",1
"wish","n. 愿望，祝愿 vt. 希望，想要，祝愿","wiʃ","",1
"woman","n. 妇女，女人","'wumәn","",1
"wonderful","adj. 美妙的，精彩的；了不起的；太好了","'wʌndәful","",1
"worm","n. 软体虫,蠕虫(尤指蚯蚓)","wә:m","",1
"worry","n.& v. 烦恼,担忧,发怒,困扰","'wʌri","",1
"abroad","adv. 到（在）国外","ә'brɒ:d","",1
"afraid","adj. 害怕的；担心","ә'freid","",1
"amaze","v. 惊奇，惊叹；震惊","ә'meiz","",1
"american","adj. 美国的；美国人的 n. 美国人","ә'merikәn","",1
"animal","n. 动物","'ænimәl","",1
"attend","v. 看护，照料，服侍；出席，参加","ә'tend","",1
"attract","v. 吸引，引起","ә'trækt","",1
"bad","adj. 坏的；有害的，不利的；严重的","bæd","",1
"badly","adv. 坏，恶劣地","'bædli","",1
"bamboo","n. 竹子","bæm'bu:","",1
"banana","n. 香蕉","bә'nɑ:nә","",1
"band","n. 乐队,波段,一伙,一帮,带(状物)","bænd","",1
"bill","n.账单；法案，议案；（美）钞票，纸币","bil","",1
"boom","n. / v. 繁荣，轰鸣，激增","bu:m","",1
"boring","adj. 乏味的，无聊的","'bɒ:riŋ","",1
"borrow","v.（向别人）借用；借","'bɒrәu","",1
"boy","n. 男孩","bɒi","",1
"busy","adj. 忙（碌）的","'bizi","",1
"cap","n. 帽子；（瓶子的）盖","kæp","",1
"celebrate","v. 庆祝","'selibreit","",1
"cent","n. 美分（100 cents = 1 dollar）","sent","",1
"centre","n. 中心，中央","'sentә","",1
"cheap","adj. 便宜的，贱","tʃi:p","",1
"china","n. 中国","'tʃainә","",1
"cloth","n. 布","klɒ:θ. klɒθ","",1
"competition","n. 比赛，竞赛",".kɒmpi'tiʃәn","",1
"conductor","n. 指导者;（车上的）售票员，列车员;乐队指挥","kәn'dʌktә","",1
"corn","n. 玉米，谷物","kɒ:n","",1
"couple","n. 夫妇，一对","'kʌpl","",1
"dare","v.& aux. 敢，敢于","dєә","",1
"december","n. 12月","di'sembә","",1
"decorate","vt. 装饰，修饰","'dekәreit","",1
"delight","n. 快乐；乐事","di'lait","",1
"desert","n. 沙漠 vt. 舍弃；遗弃","'dezәt. di'sә:t","",1
"diary","n. 日记；日记簿","'daiәri","",1
"dog","n. 狗","dɒg","",1
"doll","n. 玩偶，玩具娃娃","dɒl","",1
"dollar","n. 元（美国、加拿大、澳大利亚等国货币单位）","'dɒlә","",1
"dragon","n.龙","'drægәn","",1
"duty","n. 责任，义务","'dju:ti","",1
"eight","num. 八","eit","",1
"eighth","num. 第八","eitθ","",1
"eighty","num. 八十","'eiti","",1
"equality","n. 平等","i:'kwɒliti","",1
"everyday","adj. 每日的；日常的","'evri'dei","",1
"exam","n. 考试，测试；检查；审查","ig'zæm","",1
"excuse","n. 借口,辩解 vt. 原谅,宽恕","ik'skju:z","",1
"family","n. 家庭；家族；子女","'fæmәli","",1
"farm","n. 农场；农庄","fɑ:m","",1
"farmer","n. 农民","'fɑ:mә","",1
"farming","n. 农业,务农","'fɑ:miŋ","",1
"father","n. 父亲","'fɑ:ðә","",1
"favour","(美favor) n. 恩惠；好意；帮助","'feivә","",1
"favourite","(美 favorite) a. 喜爱的 n. 特别喜爱的人（或物）","'feivәrit","",1
"fear","n. 害怕；恐惧； 担忧","fiә","",1
"february","n. 2月","'februәri","",1
"federal","adj. 中央的,（政府）联邦的","'fedәrәl","",1
"for","prep. 为了…；因为…；对于…；对…来说 conj. 因为，由于","fɒ:","",1
"friendship","n. 友谊，友情","'frendʃip","",1
"geometry","n. 几何学","dʒi'ɒmәtri","",1
"girl","n. 女孩","gә:l","",1
"glad","adj. 高兴的；乐意的","glæd","",1
"goose","n. 鹅","gu:s","",1
"grade","n. 等级（中小学的）；学年；成绩，分数","greid","",1
"graduate","v. 毕业","'grædʒueit","",1
"grape","n. 葡萄","greip","",1
"habit","n. 习惯，习性","'hæbit","",1
"harm","n.&v. 伤害；损伤","hɑ:m","",1
"hello","int. 喂；你好（表示打招呼，问候或唤起注意）","hә'lәu","",1
"highway","n. 公路,主要交通道路","'haiwei","",1
"idiom","n. 习语，成语","'idiәm","",1
"ill","adj. 有病的；不健康的","il","",1
"illness","n. 疾病","'ilnis","",1
"in","prep. 在…里(内)；在 ad. 在家，在内，向内","in","",1
"india","n. 印度","'indjә","",1
"indian","a.（美洲）印地安人的； 印度人的 n. 印地安人；印度人","'indiәn","",1
"island","n. 岛","'ailәnd","",1
"journalist","n. 记者，新闻工作者","'dʒә:nәlist","",1
"joy","n. 欢乐，高兴，乐趣","dʒɒi","",1
"kilo","n. 千克；千米","'kilәu","",1
"kiss","n.& vt. 吻，亲吻","kis","",1
"lady","n. 女士，夫人","'leidi","",1
"leaf","n. （树，菜）叶","li:f","",1
"mainland","n. 大陆","'meinlәnd","",1
"meal","n. 一餐（饭） ","mi:l","",1
"mist","n. 雾","mist","",1
"mom","n. 妈妈","mʌm","",1
"mommy","n. 妈妈（美）","'mɒmi","",1
"movie","n.（口语）电影","'mu:vi","",1
"multiply","vt. 乘；使相乘","'mʌltiplai","",1
"nation","n. 民族，国家","'neiʃәn","",1
"nearby","adj. 附近的","'niәbai","",1
"nervous","adj. 紧张不安的","'nә:vәs","",1
"o","ceania n. 大洋洲","әu","",1
"opera","n. 歌剧","'ɒpәrә","",1
"ourselves","pron. 我们自己",".auә'selvz","",1
"pen","n. 钢笔，笔","pen","",1
"penny","(英复pence) n.（英）便士；美分","'peni","",1
"photo","n. 照片","'fәutәu","",1
"plate","n. 板；片；牌；盘子；盆子","pleit","",1
"player","n. 比赛者，选手","'pleiә","",1
"playground","n. 操场，运动场","'pleigraund","",1
"pollute","vt. 污染","pә'lu:t","",1
"pronounce","vt. 发音","prә'nauns","",1
"rail","n. 铁路","reil","",1
"rain","n. 雨，雨水 vi. 下雨","rein","",1
"rainy","adj. 下雨的；多雨的","'reini","",1
"refuse","vi. 拒绝，不愿","ri'fju:z","",1
"relax","v.（使）放松，轻松","ri'læks","",1
"relay","n. 接力，接替人，中转 v. 接替，补充；转运","'ri:lei","",1
"rent","n.& v. 租金","rent","",1
"ride","v. 骑（马、自行车）；乘车 n. 乘车旅行","raid","",1
"ruler","n. 统治者；直尺","'ru:lә","",1
"rush","vi. 冲，奔跑","rʌʃ","",1
"same","n. 同样的事 a. 同样的,同一","seim","",1
"sand","n. 沙，沙子","sænd","",1
"sandwich","n. 三明治（夹心面包片）","'sændwitʃ","",1
"scenery","n. 风景，景色，风光","'si:nәri","",1
"season","n. 季；季节","'si:zn","",1
"serious","adj. 严肃的,严重的,认真的","'siәriәs","",1
"shelf","n. 架子；搁板；格层；礁；陆架","ʃelf","",1
"shoe","n. 鞋","ʃu:","",1
"shoot","(shot, shot) vt. 射击，射中，发射","ʃu:t","",1
"shore","n. 滨，岸","ʃɒ:","",1
"shot","n. 射击，开枪，开炮，射击声；子弹","ʃɒt","",1
"shout","n.& v. 喊，高声呼喊","ʃaut","",1
"shower","n. 阵雨；淋浴","'ʃauә","",1
"shut","v. / n. 关上，封闭；禁闭；","ʃʌʃ","",1
"sick","adj. 有病,患病的,（想）呕吐","sik","",1
"sit","vi. 坐","sit","",1
"smell","v. 嗅，闻到；发气味 n. 气味","smel","",1
"smoke","n. 烟 v. 冒烟；吸烟","smәuk","",1
"sock","n. 短袜","sɒk","",1
"sour","adj. 酸的，馊的","'sauә","",1
"sow","vt. 播种","sau. sәu","",1
"spanish","adj. 西班牙人的，西班牙的，西班牙语的 n. 西班牙语","'spæniʃ","",1
"spirit","n. 精神","'spirit","",1
"stamp","n. 邮票","stæmp","",1
"sweet","n. 甜食;蜜饯;甜点;糖果;芳香 a. 甜的;可爱的;亲切的","swi:t","",1
"taste","n. 品尝, 尝味；味道 vt. 品尝, 尝味","teist","",1
"teacher","n. 教师，教员","'ti:tʃә","",1
"these","adj. & pron. 这些","ði:z","",1
"thick","adj. 厚的","θik","",1
"thirst","n. 渴；口渴","θә:st","",1
"thirsty","adj. 渴","'θә:sti","",1
"tidy","adj. 整洁的，干净的 vt. 弄整洁，弄干净","'taidi","",1
"till","conj.& prep. 直到,直到…为止","til","",1
"tough","adj. 坚硬的；结实的；棘手的，难解的","tʌf","",1
"towel","n. 毛巾","'tauәl","",1
"tower","n. 塔","'tauә","",1
"town","n. 城镇，城","taun","",1
"tradition","n. 传统，风俗","trә'diʃәn","",1
"universe","n. 宇宙","'ju:nivә:s","",1
"university","n. 大学",".ju:ni'vә:siti","",1
"victim","n. 受害者，牺牲品","'viktim","",1
"volunteer","n.志愿者 v. 自愿做某事",".vɒlәn'tiә","",1
"war","n. 战争","wɒ:","",1
"wear","v. 穿，戴","wєә","",1
"weekend","n. 周末","'wi:kend","",1
"wherever","conj. 无论在哪里","hwєәr'evә","",1
"wind","vt. 缠，连带；蜿蜒，弯曲 n. 风","wind","",1
"windy","adj. 有风的，多风的","'windi","",1
"with","prep.关于,带有,以,和,用,有","wið","",1
"wonder","v. 对…疑惑，感到惊奇,想知道 n. 惊讶,惊叹;奇迹","'wʌndә","",1
"worried","adj. 担心的，烦恼的","'wʌrid","",1
"youth","n. 青春；青年","ju:θ","",1
"feather","n. 羽毛","'feðә","",0
"passport","n. 护照","'pæspɒ:t","",0
"raincoat","n. 雨衣","'reinkәut","",0
"before","prep. 在…以前；在…前面 ad. 以前 conj. 在…之前","bi'fɒ:","",0
"airline","n. 航空公司;航空系统;航线","'єәlain","",0
"monday","n. 星期一","'mʌndi","",0
"westwards","adv. 向西","'westwәdz","",0
"football","n.（英式）足球；（美式）橄榄球","'futbɒ:l","",0
"lifetime","n. 一生，终生","'laiftaim","",0
"mountain","n. 山，山脉","'mauntin","",0
"heaven","n. 天，天空","'hevn","",0
"south","adj. 南(方)的 ad. 在南方；向南方 n. 南；南方；南部","sauθ","",0
"pardon","n. 原谅,宽恕,对不起","'pɑ:dn","",0
"beg","v. 请求，乞求，乞讨 ","beg","",0
"outdoors","adv. 在户外, 在野外","'aut'dɒ:z","",0
"north","adj. 北的;朝北的 ad. 向（在,从）北方 n. 北;北方;北部","nɒ:θ","",0
"wood","n.木头,木材,(复)树木,森林","wud","",0
"handwriting","n. 书法","'hændraitiŋ","",0
"villager","n. 村民","'vilidʒә","",0
"yours","pron. 你的；你们的","juәz","",0
"praise","n.& vt. 赞扬，表扬","preiz","",0
"cushion","n. 垫子","'kuʃәn","",0
"people","n. 人，人们；人民","'pi:pl","",0
"postcard","n. 明信片","'pәustkɑ:d","",0
"headmaster","n.（英）中小学校长","'hed'mɑ:stә","",0
"captain","n.（海军）上校；船长，舰长；队长","'kæptin","",0
"upon","prep. 在…上面","ә'pɒn","",0
"headmistress","n. 女校长","'hed'mistris","",0
"salesgirl","n. 女售货员","'seilzgә:l","",0
"dynasty","n.王朝，朝代","'dainæsti","",0
"bee","n. 蜜蜂","bi:","",0
"kingdom","n. 王国","'kiŋdәm","",0
"photograph","n. 照片","'fәutәgrɑ:f","",0
"bye","int. 再见","bai","",0
"thursday","n. 星期四","'θә:zdi","",0
"thankful","adj. 感谢的，感激的","'θæŋkfәl","",0
"wheel","n. 轮，机轮","hwi:l","",0
"england","n. 英格兰","'iŋglәnd","",0
"korea","n.朝鲜；韩国","kә'riә","",0
"which","pron. 哪一个；哪些","hwitʃ","",0
"wool","l n. 羊毛，羊绒","wul","",0
"glass","n. 玻璃杯,玻璃；(复)眼镜","glɑ:s","",0
"railway","n. 铁路；铁道","'reilwei","",0
"classroom","n. 教室","'klɑ:sru:m","",0
"basketball","n. 篮球","'bɑ:skitbɒ:l","",0
"schoolbag","n. 书包","'sku:lbæ^","",0
"himself","pron. 他自己","him'self","",0
"butter","n. 黄油，奶油","'bʌtә","",0
"november","n. 11月","nәu'vembә","",0
"parrot","n. 鹦鹉","'pærәt","",0
"motorcycle","n. 摩托车","'mәutәsaikl","",0
"yourselves","pron. 你们自己","\"jɔ:'selvz","",0
"australian","adj. 澳洲的，澳大利亚人的 n. 澳大利亚人","ɒ'streiljәn","",0
"wound","vt.伤,伤害 n. 创伤,伤口","wu:nd","",0
"workplace","n. 工作场所，车间","","",0
"chemistry","n. 化学","'kemistri","",0
"nor","conj. 也不","nɒ:","",0
"textbook","n. 课本，教科书","'tekstbuk","",0
"friday","n. 星期五","'fraidi","",0
"glove","n. 手套","glʌv","",0
"apology","n. 道歉；歉意","ә'pɒlәdʒi","",0
"stomach","n. 胃，胃部","'stʌmәk","",0
"downstairs","adv. 在楼下；到楼下","'daun'stєәz","",0
"heat","n. 热 vt. 把…加热","hi:t","",0
"heavy","adj. 重的","'hevi","",0
"kind-hearted","adj. 好心的","'kaind'hɑ:tid","",0
"cancer","n. 癌,癌症,弊端,社会恶习","'kænsә","",0
"good-bye","int. 再见；再会","'^ud'bai","",0
"beef","n. 牛肉","bi:f","",0
"where","adv. 在哪里；往哪里","hwєә","",0
"noisily","adv. 喧闹地","'nɒizili","",0
"sharpener","n. 削尖用的器具","'ʃɑ:pnә","",0
"upstairs","adv. 在楼上，到楼上","'ʌp'stєәz","",0
"o'clock","n. 点钟","ә'klɔk","",0
"postage","n. 邮费","'pәustidʒ","",0
"chimney","n. 烟囱，烟筒","'tʃimni","",0
"soap","n. 肥皂","sәup","",0
"better","a.& ad. 更好的,更好地；更,更多 n. 较好的事物between [bɪˈtwiːn] prep. 在（两者）之间；在…中间","'betә","",0
"insist","vi. 坚持；坚决认为","in'sist","",0
"blouse","n. 宽罩衫；（妇女、儿童穿的）短上衣","blauz","",0
"detective","n. 侦探","di'tektiv","",0
"after","adv. 在后；后来 prep. 在…之后 conj. 在…以后","'ɑ:ftә","",0
"here","adv. 这里，在这里；向这里","hiә","",0
"canada","n. 加拿大","'kænәdә","",0
"pocket","n.（衣服的）口袋","'pɒkit","",0
"eraser","n. 橡皮擦；黑板擦","i'reisә","",0
"sweater","n. 厚运动衫，毛衣","'swetә","",0
"chalk","n. 粉笔","tʃɒ:k","",0
"is","v. 是","iz","",0
"he","pron. 他","hi:","",0
"telegraph","v. (拍) 电报","'teligrɑ:f","",0
"any","pron. 任何的;（用于疑问句、否定句）一些；什么","'eni","",0
"could","v.（can的过去式）可以…；（表示许可或请求）可以…，行","kud","",0
"salesman","n. 男售货员","'seilzmәn","",0
"trousers","n. 裤子，长裤","'trauzәz","",0
"beer","n. 啤酒","biә","",0
"noisy","adj. 喧闹的，嘈杂的","'nɒizi","",0
"secretary","n. 秘书；书记","'sekrәtәri","",0
"congratulation","n. 祝贺，庆贺","kәn.grætʃә'leiʃәn","",0
"x-ray","n. X射线；X光","'eks'rei","",0
"underground","adj. 地下的 n. 地铁","'ʌndәgraund","",0
"splendid","adj. 灿烂的，辉煌的；（口语）极好的","'spendid","",0
"toothache","n. 牙痛","'tu:θeik","",0
"everybody","pron. 每人，人人","'evribɒdi","",0
"police","n. 警察，警务人员","pә'li:s","",0
"worse","adj. (bad的比较级)更坏的","wә:s","",0
"quarrel","vi. 争吵，吵架","'kwɒrәl","",0
"loudly","adv. 大声地","'laudli","",0
"grandchild","n. (外)孙或孙女,孙辈","'^rændtʃaild","",0
"door","n. 门","dɒ:","",0
"tonight","ad.& n. 今晚，今夜","tә'nait","",0
"through","prep. 穿（通）过;从始至终 ad. 穿(通)过;自始至终,全部","θru:","",0
"toy","n. 玩具, 玩物","tɒi","",0
"farmland","n. 农田","'fɑ:mlænd","",0
"marry","v.（使）成婚，结婚","'mæri","",0
"cousin","n. 堂（表）兄弟，堂（表）姐妹","'kʌzәn","",0
"other","pron. 别人，别的东西 a. 别的,另外的","'ʌðә","",0
"cupboard","n. 碗柜；橱柜","'kʌpbɒ:d","",0
"october","n. 10月","ɒk'tәubә","",0
"overcoat","n. 大衣","'әuvәkәut","",0
"january","n. 1月","'dʒænjuәri","",0
"haircut","n.（男子）理发","'hєәkʌt","",0
"hopeful","adj. 有希望的；有前途的","'hәupful","",0
"theirs","pron. 他（她,它）们的","ðєәz","",0
"elephant","n. 象","'elifәnt","",0
"headache","n. 头疼","'hedeik","",0
"some","adj. 一些，若干；有些；某一 pron. 若干，一些","sʌm","",0
"biology","n. 生物（学）","bai'ɒlәdʒi","",0
"house","n. 房子；住宅","haus","",0
"porridge","n. 稀饭，粥","'pɒ:ridʒ","",0
"thirteen","num. 十三","'θә:'ti:n","",0
"their","pron. 他(她,它)们的","ðєә","",0
"dinner","n. 正餐，宴会","'dinә","",0
"umbrella","n. 雨伞","ʌm'brelә","",0
"russia","n. 俄罗斯，俄国","'rʌʃә","",0
"tractor","n. 拖拉机","'træktә","",0
"aircraft","n. 飞机 (单复数同)","'єәkræft","",0
"necklace","n. 项链","'neklis","",0
"turkey","n. 火鸡","'tә:ki","",0
"husband","n. 丈夫","'hʌzbәnd","",0
"daytime","n. 白天，白昼","'deitaim","",0
"sunglasses","n. 太阳眼镜，墨镜","'sʌnglæs","",0
"cannon","n. 大炮","'kænәn","",0
"goodness","n. 善良，美德","'gudnis","",0
"brother","n. 兄；弟","'brʌðә","",0
"seldom","adv. 很少，不常","'seldәm","",0
"sunshine","n. 阳光","'sʌnʃain","",0
"cabbage","n. 卷心菜，洋白菜","'kæbidʒ","",0
"fourteen","num. 十四","'fɒ:'ti:n","",0
"foreigner","n. 外国人","'fɒ:rinә","",0
"canadian","adj. 加拿大的；加拿大人的 n. 加拿大人","kә'neidiәn","",0
"soldier","n. 士兵，战士","'sәuldʒә","",0
"ordinary","adj. 普通的，平常的","'ɒ:dinәri","",0
"somebody","pron. 某人；有人；有名气的人","'sʌmbɒdi","",0
"no","adv. 不,不是 a. 没有,无,不","nәu","",0
"europe","n. 欧洲","'juәrәp","",0
"farther","a./ad. (far的比较级形式之一)较远,更远","'fɑ:ðә","",0
"grass","n. 草；草场；牧草","græs","",0
"terrify","vt. 使人感到恐怖","'terifai","",0
"supermarket","n. 超级市场","'sju:pәmɑ:kit","",0
"bear","v. 承受，负担，承担；忍受；容忍 n. 熊","bєә","",0
"murder","vt. 谋杀","'mә:dә","",0
"clever","adj. 聪明的，伶俐的","'klevә","",0
"toothpaste","n. 牙膏","'tu:θpeist","",0
"comfortable","adj. 舒服的；安逸的；舒服自在的","'kʌmfәtәbl","",0
"boating","n. 划船（游玩），泛舟","'bәutiŋ","",0
"horrible","adj. 令人恐惧；恐怖的","'hɒrәbl","",0
"and","conj. 和；又","ænd","",0
"lonely","adj. 孤独的，寂寞的","'lәunli","",0
"pencil","n. 铅笔","'pensl","",0
"fountain","n. 喷泉","'fauntin","",0
"rubber","n. 橡胶；合成橡胶","'rʌbә","",0
"if","conj. 如果,假使,是否,是不是","if","",0
"guitar","n. 吉他，六弦琴","gi'tɑ:","",0
"brush","v. 刷；擦 n. 刷子","brʌʃ","",0
"no.(缩)","n. 数字;号码","","",0
"twelve","num. 十二","twelv","",0
"would","modal v.（will的过去时）将会,打算,想要,过去常常","wud","",0
"your","pron. 你的；你们的","juә","",0
"her","pron. 她(宾格),她的","hә:","",0
"sofa","n.（长）沙发","'sәufә","",0
"jacket","n. 短上衣，夹克衫","'dʒækit","",0
"secondhand","n. 二手货; 旧货","'sekәnd'hænd","",0
